question,source,accuracy,difficulty,distractor_effectiveness
Ionic compounds have strong electrostatic attractions between oppositely charged ions in this?,ref,1,0.6,"{'incorrect array': 0, 'normal array': 2, 'occasional array': 0, 'regular array': 3}"
Ionic compounds have strong electrostatic attractions between oppositely charged ions in this?,sys,0,0.0,"{'polar array': 3, 'random array': 2, 'regular array': 0}"
About how tall can mid-ocean ridges be?,ref,0,0.4,"{'2 inches': 0, 'about 2 feet': 0, 'about 2 km': 2, 'about 2 meters': 3}"
About how tall can mid-ocean ridges be?,sys,0,0.2,"{'1 km': 3, '3 km': 1, '5 km': 0, 'about 2 km': 1}"
What are by far the most common type of invertebrate?,ref,1,0.6,"{'corals': 1, 'crustaceans': 0, 'insects': 3, 'spiders': 1}"
What are by far the most common type of invertebrate?,sys,0,0.0,"{'ants': 2, 'insects': 0, 'spiders': 1, 'worms': 2}"
What do waves deposit to form sandbars and barrier islands?,ref,0,0.4,"{'glaciers': 0, 'magma': 3, 'organisms': 0, 'sediments': 2}"
What do waves deposit to form sandbars and barrier islands?,sys,0,0.2,"{'diment': 3, 'sedimentation': 1, 'sediments': 1}"
"Penis, testes, and epididymis are organs in what system?",ref,0,0.2,"{'female reproductive system\u200b': 1, 'male reproductive system': 1, 'plant reproductive system\u200b': 2, 'virus reproductive system\u200b': 1}"
"Penis, testes, and epididymis are organs in what system?",sys,0,0.0,"{'brain': 0, 'female reproductive system': 3, 'heart': 2, 'male reproductive system': 0}"
"Only about one percent of plants have lost what ability, turning them into consumers and even predators, instead of producers?",ref,1,0.4,"{'flowering': 1, 'growth': 1, 'photosynthesis': 2, 'rooting': 1}"
"Only about one percent of plants have lost what ability, turning them into consumers and even predators, instead of producers?",sys,1,1.0,{'photosynthesis': 5}
How does a neon light produce visible light?,ref,0,0.2,"{'electroluminescence': 1, 'luminescence': 1, 'mitosis': 1, 'radiation': 2}"
How does a neon light produce visible light?,sys,0,0.2,"{'electroluminescence': 1, 'helium': 1, 'hydrogen': 0, 'oxygen': 3}"
The bird ancestor that lived in trees developed what feature commonly associated with birds?,ref,1,0.8,"{'beaks': 0, 'tails': 1, 'webbed feet': 0, 'wings': 4}"
The bird ancestor that lived in trees developed what feature commonly associated with birds?,sys,0,0.0,"{'feathers': 1, 'legs': 4, 'scales': 0, 'wings': 0}"
What do most living things use to make atp from glucose?,ref,0,0.2,"{'carbon': 2, 'enzymes': 1, 'nitrogen': 1, 'oxygen': 1}"
What do most living things use to make atp from glucose?,sys,1,0.4,"{'carbon': 1, 'nitrogen': 2, 'oxygen': 2}"
What are the two most common silicates?,ref,0,0.2,"{'Micas\t and feldspar': 0, 'Micas\t and quartz': 2, 'Olivine and quartz': 2, 'feldspar and quartz': 1}"
What are the two most common silicates?,sys,0,0.2,"{'feldspar and quartz': 1, 'granite': 3, 'granite and limestone': 1, 'limestone': 0}"
What term means the amount of water vapor in the air?,ref,1,0.4,"{'ambient': 1, 'humidity': 2, 'pressure': 1, 'temperature': 1}"
What term means the amount of water vapor in the air?,sys,0,0.2,"{'high humidity': 0, 'humidity': 1, 'low humidity': 1, 'low pressure': 3}"
Paracrine signals move by what method through the extracellular matrix?,ref,1,0.4,"{'deposition': 1, 'diffusion': 2, 'osmosis': 1, 'transfusion': 1}"
Paracrine signals move by what method through the extracellular matrix?,sys,1,1.0,{'diffusion': 5}
"Presence of a cell wall, large central vacuole, and organelles called plastids distinguish what type of cell?",ref,0,0.2,"{'animal': 1, 'heterotroph': 0, 'plant': 1, 'reproductive': 3}"
"Presence of a cell wall, large central vacuole, and organelles called plastids distinguish what type of cell?",sys,1,0.6,"{'mitochondria': 1, 'plant': 3, 'pollen': 0, 'spore': 1}"
What happens when mammals raise their hair with tiny muscles in the skin?,ref,0,0.2,"{'balding': 1, 'bleeding': 1, 'bruising': 2, 'goosebumps': 1}"
What happens when mammals raise their hair with tiny muscles in the skin?,sys,1,0.4,"{'blood': 2, 'goosebumps': 2, 'hair': 1, 'skin': 0}"
What are people with osteoporosis at increased risk of?,ref,0,0.2,"{'bone fractures': 1, 'epilepsy': 3, 'growth spurt': 1, 'senility': 0}"
What are people with osteoporosis at increased risk of?,sys,0,0.2,"{'bone fractures': 1, 'cancer': 2, 'diabetes': 0, 'heart attack': 2}"
Where is energy stored in a chemical substance?,ref,0,0.2,"{'between atoms': 1, 'in molecules': 0, 'inside atoms': 1, 'on the surface': 3}"
Where is energy stored in a chemical substance?,sys,1,0.4,"{'atoms': 1, 'between atoms': 2, 'electrons': 0, 'molecules': 2}"
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",ref,1,0.4,"{'blood vessels': 1, 'cardiovascular system': 0, 'immune system': 2, 'respiratory system': 2}"
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",sys,0,0.2,"{'age': 1, 'brain': 1, 'heart': 2, 'immune system': 1}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",ref,1,0.6,"{'calcium': 1, 'hydrogen': 1, 'nitrogen': 3, 'potasium': 0}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",sys,0,0.4,"{'carbon': 2, 'nitrogen': 2, 'oxygen': 1}"
Most insects reproduce quickly and through what type of reproduction?,ref,1,0.6,"{'asexual reproduction': 1, 'photosynthesis': 1, 'sexual reproduction': 3, 'spores': 0}"
Most insects reproduce quickly and through what type of reproduction?,sys,1,0.6,"{'asexual reproduction': 1, 'sexual reproduction': 3, 'spore reproduction': 1, 'vulation': 0}"
Digestion of proteins begins with acids in what organ?,ref,0,0.2,"{'brain': 0, 'colon': 2, 'liver': 2, 'stomach': 1}"
Digestion of proteins begins with acids in what organ?,sys,0,0.0,"{'amino acids': 4, 'enzymes': 0, 'hormones': 1, 'stomach': 0}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",ref,0,0.2,"{'circulation': 1, 'digestion': 1, 'gender determination': 1, 'respiration': 2}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",sys,1,0.4,"{'gender determination': 2, 'heteromorphic': 0, 'heterophytic': 2, 'heterozygous': 1}"
What is the most abundant metal of the earth's crust?,ref,0,0.0,"{'aluminum': 0, 'calcium': 3, 'copper': 2, 'magnetite': 0}"
What is the most abundant metal of the earth's crust?,sys,1,0.4,"{'aluminum': 2, 'copper': 1, 'iron': 1, 'silver': 1}"
What is the term for the total kinetic energy of moving particles of matter?,ref,0,0.0,"{""Newton's energy"": 1, 'heavy energy': 2, 'mechanical energy': 2, 'thermal energy': 0}"
What is the term for the total kinetic energy of moving particles of matter?,sys,0,0.0,"{'kinetic energy': 4, 'thermal energy': 0, 'thermal resistance': 1}"
What part of the eye allows light to enter?,ref,1,0.4,"{'eyelid': 1, 'iris': 1, 'pupil': 2, 'retina': 1}"
What part of the eye allows light to enter?,sys,0,0.4,"{'cornea': 3, 'lens': 0, 'pupil': 2}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",ref,0,0.0,"{'do-or-die': 1, 'fainting': 2, 'fight-or-flight': 0, 'sink-or-swim': 2}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",sys,1,0.6,"{'fatigue': 1, 'fight-or-flight': 3, 'stress': 1}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",ref,1,0.4,"{'lipids system': 2, 'vasculature system': 0, 'ventrical system': 1, 'vestibular system': 2}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",sys,0,0.2,"{'auditory cortex': 0, 'olfactory cortex': 3, 'vestibular system': 1, 'visual cortex': 1}"
In what type of animals may a body cavity be present or absent?,ref,0,0.2,"{'bicellular': 1, 'nonvascular': 2, 'triploblastic': 1, 'vertebrate': 1}"
In what type of animals may a body cavity be present or absent?,sys,1,0.6,"{'monogamous': 1, 'monolithic': 1, 'monotonous': 0, 'triploblastic': 3}"
Chemical reactions involve a transfer of heat energy. measured in what?,ref,0,0.4,"{'amperes': 0, 'amps': 1, 'joules': 2, 'thermals': 2}"
Chemical reactions involve a transfer of heat energy. measured in what?,sys,0,0.2,"{'joules': 1, 'kilo': 1, 'kilo-hours': 2, 'kilowatt-hours': 1}"
Trees and shrubs are example of what type of plant?,ref,0,0.2,"{'annuals': 2, 'biennial': 1, 'grasses': 1, 'perennials': 1}"
Trees and shrubs are example of what type of plant?,sys,0,0.0,"{'carnivorous': 0, 'coniferous': 2, 'deciduous': 3, 'perennials': 0}"
"The products of what process are needed for cellular respiration, and vice versa?",ref,0,0.2,"{'circulation': 3, 'digestion': 1, 'photosynthesis': 1, 'spermatogenesis': 0}"
"The products of what process are needed for cellular respiration, and vice versa?",sys,1,0.6,"{'carbon dioxide': 1, 'nitrogen': 1, 'oxygen': 0, 'photosynthesis': 3}"
Most fungi get organic compounds from what?,ref,1,0.6,"{'carnivorous organisms': 0, 'dead organisms': 3, 'inorganic material': 1, 'living organisms': 1}"
Most fungi get organic compounds from what?,sys,0,0.0,"{'air': 2, 'dead organisms': 0, 'organic compounds': 1, 'water': 2}"
How do very massive stars end their lives?,ref,0,0.0,"{'become red supergiants': 0, 'become super novas': 2, 'consumed by black hole': 0, 'explode': 3}"
How do very massive stars end their lives?,sys,1,0.6,"{'become red supergiants': 3, 'helium': 2}"
Pairs of nitrogenous bases are attached to each other by?,ref,1,0.6,"{'hydrogen bonds': 3, 'ionic bonds': 1, 'magnetism': 0, 'potassium bonds': 1}"
Pairs of nitrogenous bases are attached to each other by?,sys,1,1.0,{'hydrogen bonds': 5}
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,ref,1,0.6,"{'enamel': 2, 'plaque': 3, 'red blood cells': 0, 'white blood cells': 0}"
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,sys,0,0.0,"{""'bone'"": 2, ""'brain'"": 0, ""'heart'"": 3, 'plaque': 0}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,ref,0,0.0,"{'calcium ions': 1, 'combustion ions': 2, 'hydroxide ions': 0, 'monoxide ions': 2}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,sys,1,0.4,"{'hydrogen ions': 2, 'hydroxide ions': 2, 'nitrogen ions': 1, 'oxygen ions': 0}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,ref,1,0.6,"{'currents': 1, 'resistances': 1, 'voltages': 3, 'weights': 0}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,sys,1,0.4,"{'negative': 2, 'positive': 1, 'voltages': 2}"
Organisms that live deep in the ocean must be able to withstand what?,ref,0,0.2,"{'extreme water pressure': 1, 'significant water pressure': 1, 'the sun': 1, 'tsunamis': 2}"
Organisms that live deep in the ocean must be able to withstand what?,sys,0,0.2,"{'extreme water pressure': 1, 'high pressure': 2, 'high pressure and high temperature': 1, 'high temperature': 1}"
Which system are the brain and spinal cord apart of?,ref,1,0.8,"{'central nervous system': 4, 'cerebral cortex': 1, 'large nervous system': 0, 'limbic system': 0}"
Which system are the brain and spinal cord apart of?,sys,0,0.2,"{'central nervous system': 1, 'circulatory system': 1, 'nervous system': 0, 'respiratory system': 3}"
What are biochemical catalysts that speed up biochemical reactions?,ref,1,0.4,"{'enzymes': 2, 'inhibitor': 0, 'metabolites': 2, 'polymers': 1}"
What are biochemical catalysts that speed up biochemical reactions?,sys,0,0.4,"{'enzymes': 2, 'hormones': 1, 'proteins': 2}"
What process can cause harmful alleles to become fixed?,ref,0,0.2,"{'genetic drift': 1, 'migration': 2, 'mutation': 1, 'natural selection': 1}"
What process can cause harmful alleles to become fixed?,sys,1,0.8,"{'genetic drift': 4, 'mutation': 1}"
What record shows that dinosaurs originated 200-250 million years ago?,ref,1,0.6,"{'ancient record': 1, 'biological record': 0, 'fossil record': 3, 'species record': 1}"
What record shows that dinosaurs originated 200-250 million years ago?,sys,0,0.0,"{'fossil record': 0, 'fossilized': 1, 'fossilized fossil': 4}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",ref,0,0.4,"{'analytical balance': 2, 'scale': 0, 'speedometer': 2, 'thermometer': 1}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",sys,0,0.2,"{'analytical balance': 1, 'magnetic balance': 2, 'thermal balance': 2, 'ultrasonic balance': 0}"
What is the purpose of bright colors on a flower's petals?,ref,0,0.0,"{'to absorb light': 2, 'to attract a mate': 1, 'to attract pollinators': 0, 'to distract predators': 2}"
What is the purpose of bright colors on a flower's petals?,sys,0,0.2,"{'attract': 0, 'pollination': 2, 'reproduction': 2, 'to attract pollinators': 1}"
Collateral ganglia controls organs in which cavity in the body?,ref,0,0.2,"{'abdominal': 1, 'cardiac': 3, 'cranial': 1, 'pelvic': 0}"
Collateral ganglia controls organs in which cavity in the body?,sys,0,0.0,"{'abdominal': 0, 'pelvic': 3, 'thoracic': 2}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,ref,0,0.4,"{'enemies': 1, 'food': 2, 'honey': 0, 'water': 2}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,sys,0,0.4,"{'food': 2, 'honey': 0, 'pollen': 1, 'water': 2}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",ref,0,0.2,"{'cones and tubes': 2, 'holes and cones': 1, 'rods and cones': 1, 'tubes and rods': 1}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",sys,0,0.4,"{'cones and cones': 1, 'ones': 2, 'rods and cones': 2}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",ref,0,0.0,"{'abiotic factors': 0, 'conditional factors': 2, 'diverse factors': 1, 'nucleic factors': 2}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",sys,1,0.4,"{'abiotic factors': 2, 'otosynthesis': 0, 'soil': 2, 'water': 1}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,ref,0,0.0,"{'analogous': 1, 'enantiomers': 0, 'misnomers': 1, 'nanoparticles': 3}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,sys,0,0.0,"{'antacid': 2, 'antifreeze': 0, 'antihistamine': 3, 'enantiomers': 0}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",ref,0,0.2,"{'deserts activity': 3, 'mineral activity': 1, 'oceanic activity': 0, 'volcanic activity': 1}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",sys,1,0.4,"{'volcanic activity': 2, 'volcanic eruption': 1, 'volcanic formation': 2}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,ref,1,0.6,"{'ENDOCRINE SYSTEM': 0, 'IRCULATORY SYSTEM': 1, 'MUSCULAR SYSTEM': 1, 'central nervous': 3}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,sys,1,0.4,"{'central nervous': 2, 'nervous': 0, 'peripheral': 2, 'peripheral nervous': 1}"
Which kind of muscle regulates air flow in lungs?,ref,1,0.4,"{'alveoli': 0, 'smooth': 2, 'striated': 1, 'vascular': 2}"
Which kind of muscle regulates air flow in lungs?,sys,0,0.4,"{'muscle': 0, 'muscle fibers': 3, 'smooth': 2}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,ref,1,0.6,"{'omega bonds': 0, 'pi bonds': 3, 'sigma bonds': 2, 'theta bonds': 0}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,sys,1,0.8,"{'alpha bonds': 1, 'pi bonds': 4}"
On what day of the cycle does ovulation usually occur?,ref,0,0.2,"{'14th': 1, '17th': 3, '1st': 1, '7th': 0}"
On what day of the cycle does ovulation usually occur?,sys,0,0.2,"{'14th': 1, '15th': 1, '16th': 1, '17th': 2}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",ref,0,0.2,"{'arthropod': 1, 'invertebrate': 1, 'nematode': 2, 'vertebrate': 1}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",sys,1,0.4,"{'invertebrate': 2, 'mammal': 1, 'reptile': 1, 'vertebrate': 1}"
What is another name for the vertebral column?,ref,1,0.4,"{'backbone': 2, 'brain stem': 2, 'nerve column': 0, 'pillar': 1}"
What is another name for the vertebral column?,sys,0,0.4,"{'backbone': 2, 'vertebrae': 3}"
The temperature at which a substance melts is called its what point?,ref,0,0.0,"{'boiling': 3, 'change': 2, 'freezing': 0, 'melting': 0}"
The temperature at which a substance melts is called its what point?,sys,0,0.4,"{'boiling': 2, 'freezing': 1, 'melting': 2}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",ref,0,0.2,"{'digestive': 1, 'ovarian': 1, 'secretion': 1, 'uterian': 2}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",sys,0,0.0,"{'follicular': 5, 'ovarian': 0}"
Humans are among the most versatile of mammals with what type of diet?,ref,0,0.4,"{'carnivore': 0, 'herbivore': 1, 'omnivore': 2, 'vegetarian': 2}"
Humans are among the most versatile of mammals with what type of diet?,sys,1,0.4,"{'carnivore': 1, 'herbivore': 2, 'omnivore': 2}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,ref,0,0.4,"{'electrolysis': 1, 'osmosis': 2, 'permeability': 2}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,sys,0,0.2,"{'negative pressure': 0, 'negative temperature': 4, 'osmosis': 1}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",ref,0,0.0,"{'change': 3, 'gravity': 1, 'interference': 1, 'motion': 0}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",sys,0,0.2,"{'city': 1, 'gravity': 0, 'momentum': 3, 'motion': 1}"
What is the physical transformation of an insect moving through stages of life?,ref,0,0.2,"{'Growth and Development': 2, 'Transition': 1, 'metamorphosis': 1, 'parthenogenesis': 1}"
What is the physical transformation of an insect moving through stages of life?,sys,1,0.6,"{'etamorphosis': 2, 'metamorphosis': 3}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",ref,1,0.4,"{'a economical one': 1, 'a lateral one': 1, 'a neutral one': 2, 'a thermodynamic one': 1}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",sys,1,0.8,"{'a neutral one': 4, 'acidic': 1}"
What are fast moving rivers of air that are going in opposite directions called?,ref,0,0.4,"{'air streams': 2, 'burst streams': 1, 'cause streams': 0, 'jet streams': 2}"
What are fast moving rivers of air that are going in opposite directions called?,sys,1,0.4,"{'atmospheric currents': 1, 'jet streams': 2, 'ocean currents': 1, 'wind streams': 1}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",ref,0,0.2,"{'bladder': 2, 'kidneys': 1, 'liver': 1, 'lungs': 1}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",sys,0,0.2,"{'heart': 1, 'kidneys': 1, 'liver': 1, 'lungs': 2}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",ref,1,0.4,"{'birth cycles': 0, 'gene pools': 1, 'life cycles': 2, 'mutations': 2}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",sys,0,0.2,"{'life cycles': 1, 'pollen': 1, 'seeds': 0, 'spores': 3}"
The electrode at which oxidation occurs is called?,ref,0,0.0,"{'calomel': 0, 'cathode': 3, 'diode': 2, 'the anode': 0}"
The electrode at which oxidation occurs is called?,sys,1,0.8,"{'negative charge': 1, 'negative electrode': 0, 'negative ion': 0, 'the anode': 4}"
There are about 6200 known species of what?,ref,0,0.2,"{'amphibians': 1, 'mammals': 1, 'primates': 2, 'reptiles': 1}"
There are about 6200 known species of what?,sys,0,0.2,"{""'birds"": 2, 'amphibians': 1, 'mammals': 2, ""reptiles' 'fish"": 0}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,ref,0,0.2,"{'cornea': 1, 'iris': 0, 'pupil': 3, 'retina': 1}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,sys,0,0.2,"{'cornea': 3, 'iris': 1, 'retina': 1, 'upil': 0}"
What is required to move or change matter from one state to another?,ref,1,0.6,"{'energy': 3, 'evolution': 1, 'food': 0, 'gravity': 1}"
What is required to move or change matter from one state to another?,sys,0,0.0,"{'carbon': 1, 'energy': 0, 'nitrogen': 1, 'oxygen': 3}"
A food web can be broken up into what further subdivision that usually has a few links in it?,ref,1,0.6,"{'food chain': 3, 'food pyramid': 0, 'oxygen chain': 1, 'water chain': 1}"
A food web can be broken up into what further subdivision that usually has a few links in it?,sys,0,0.0,"{'ecosystem': 1, 'food chain': 0, 'population': 3, 'species': 1}"
What living species of bird is considered the  largest of the raptors?,ref,0,0.2,"{'California condor': 0, 'golden eagles': 1, 'peregrine falcon': 3, 'pteradactyl': 1}"
What living species of bird is considered the  largest of the raptors?,sys,1,0.6,"{'golden eagles': 3, 'peregrine falcon': 2}"
What contains positive protons and neutral neutrons?,ref,0,0.2,"{'electrons': 1, 'epidermis': 2, 'ions': 1, 'nucleus': 1}"
What contains positive protons and neutral neutrons?,sys,1,1.0,{'nucleus': 5}
"Horny ridges on the jaws serve the same function as what, for turtles?",ref,1,0.6,"{'hairs': 0, 'skin': 2, 'taste buds': 0, 'teeth': 3}"
"Horny ridges on the jaws serve the same function as what, for turtles?",sys,0,0.4,"{'sharp ridges': 3, 'sharp teeth': 0, 'teeth': 2}"
Natural gas is the predominately made up of?,ref,0,0.0,"{'carbon': 1, 'hydrogen': 1, 'methane': 0, 'sulfur': 3}"
Natural gas is the predominately made up of?,sys,1,0.6,"{'carbon dioxide': 0, 'helium': 1, 'hydrogen': 1, 'methane': 3}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",ref,0,0.0,"{'ears': 0, 'kidneys': 0, 'lungs': 4, 'tongue': 1}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",sys,0,0.0,"{'heart': 2, 'kidneys': 0, 'liver': 1, 'lungs': 2}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,ref,1,0.6,"{'one joule': 1, 'one mole': 3, 'one ohm': 1, 'one quark': 0}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,sys,0,0.4,"{'one atom': 0, 'one gram': 0, 'one mole': 2, 'one molecule': 3}"
What involves sensing and focusing light from people and objects?,ref,0,0.2,"{'echolocation': 2, 'projection': 0, 'sensory perception': 2, 'vision': 1}"
What involves sensing and focusing light from people and objects?,sys,0,0.0,"{""'sight'"": 2, ""'sight''sight'"": 3, 'vision': 0}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",ref,0,0.2,"{'a marsupial': 1, 'bat': 2, 'carnivore': 2, 'rodent': 0}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",sys,0,0.0,"{'a marsupial': 0, 'carnivores': 3, 'carnivorous': 2}"
What are fungi which feed on living cells called?,ref,0,0.0,"{'parasitic': 0, 'predatory': 3, 'static': 0, 'symbiotic': 2}"
What are fungi which feed on living cells called?,sys,1,0.4,"{'bacteria': 1, 'parasitic': 2, 'spores': 1, 'viruses': 1}"
What rock group offers the richest source of fossils?,ref,0,0.2,"{'geode': 1, 'igneous': 2, 'metamorphic': 1, 'sedimentary': 1}"
What rock group offers the richest source of fossils?,sys,0,0.2,"{'granite': 1, 'limestone': 3, 'sedimentary': 1}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,ref,0,0.0,"{'Permable': 0, 'mirrors': 3, 'nutrients': 2, 'osmosis': 0}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,sys,0,0.0,"{'carbon dioxide': 3, 'nitrogen': 2, 'osmosis': 0, 'oxygen': 0}"
Isotopes are named for their number of protons plus what?,ref,0,0.2,"{'electrons': 1, 'isomers': 2, 'neutrons': 1, 'nuclei': 1}"
Isotopes are named for their number of protons plus what?,sys,0,0.4,"{'hydrogen': 3, 'neutrons': 2, 'nitrogen': 0, 'oxygen': 0}"
Movements in the mantle cause the plates to move over time in a process called what?,ref,1,0.4,"{'boundary drift': 2, 'continental drift': 2, 'continental expansion': 1, 'continental shift': 0}"
Movements in the mantle cause the plates to move over time in a process called what?,sys,0,0.0,"{""'continental drift'"": 1, ""'geological drift'"": 2, ""'seismic drift'"": 2, 'continental drift': 0}"
"In phyisics, what is considered to be the rotational version of force?",ref,0,0.2,"{'energy': 2, 'pressure': 0, 'torque': 1, 'work': 2}"
"In phyisics, what is considered to be the rotational version of force?",sys,1,0.4,"{'friction': 2, 'gravity': 0, 'spin': 1, 'torque': 2}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,ref,0,0.4,"{'cords': 0, 'fibers': 1, 'tendons': 2, 'veins': 2}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,sys,0,0.0,"{'collagen': 1, 'fibroblasts': 2, 'keratin': 2, 'tendons': 0}"
What is the ability to see called?,ref,0,0.0,"{'hearing': 2, 'smell': 3, 'thought': 0, 'vision': 0}"
What is the ability to see called?,sys,0,0.0,"{'olor': 2, 'smell': 2, 'sound': 1, 'vision': 0}"
