question,source,accuracy,difficulty,distractor_effectiveness
How does a neon light produce visible light?,sys,0,0.4,"{'electroluminescence': 2, 'helium': 1, 'hydrogen': 2, 'oxygen': 0}"
The bird ancestor that lived in trees developed what feature commonly associated with birds?,ref,1,0.4,"{'beaks': 0, 'tails': 1, 'webbed feet': 2, 'wings': 2}"
The bird ancestor that lived in trees developed what feature commonly associated with birds?,sys,0,0.2,"{'feathers': 1, 'legs': 2, 'scales': 1, 'wings': 1}"
What do most living things use to make atp from glucose?,ref,0,0.0,"{'carbon': 2, 'enzymes': 1, 'nitrogen': 2, 'oxygen': 0}"
What do most living things use to make atp from glucose?,sys,0,0.4,"{'carbon': 3, 'nitrogen': 0, 'oxygen': 2}"
What are the two most common silicates?,ref,0,0.0,"{'Micas\t and feldspar': 1, 'Micas\t and quartz': 2, 'Olivine and quartz': 2, 'feldspar and quartz': 0}"
What are the two most common silicates?,sys,1,0.4,"{'feldspar and quartz': 2, 'granite': 0, 'granite and limestone': 2, 'limestone': 1}"
What term means the amount of water vapor in the air?,ref,1,0.4,"{'ambient': 0, 'humidity': 2, 'pressure': 2, 'temperature': 1}"
What term means the amount of water vapor in the air?,sys,0,0.2,"{'high humidity': 1, 'humidity': 1, 'low humidity': 2, 'low pressure': 1}"
Paracrine signals move by what method through the extracellular matrix?,ref,0,0.4,"{'deposition': 0, 'diffusion': 2, 'osmosis': 2, 'transfusion': 1}"
Paracrine signals move by what method through the extracellular matrix?,sys,1,1.0,{'diffusion': 5}
"Presence of a cell wall, large central vacuole, and organelles called plastids distinguish what type of cell?",ref,0,0.2,"{'animal': 3, 'heterotroph': 0, 'plant': 1, 'reproductive': 1}"
"Presence of a cell wall, large central vacuole, and organelles called plastids distinguish what type of cell?",sys,0,0.2,"{'mitochondria': 3, 'plant': 1, 'pollen': 0, 'spore': 1}"
What happens when mammals raise their hair with tiny muscles in the skin?,ref,0,0.2,"{'balding': 1, 'bleeding': 0, 'bruising': 3, 'goosebumps': 1}"
What happens when mammals raise their hair with tiny muscles in the skin?,sys,0,0.2,"{'blood': 1, 'goosebumps': 1, 'hair': 1, 'skin': 2}"
What are people with osteoporosis at increased risk of?,ref,1,0.4,"{'bone fractures': 2, 'epilepsy': 0, 'growth spurt': 1, 'senility': 2}"
What are people with osteoporosis at increased risk of?,sys,0,0.2,"{'bone fractures': 1, 'cancer': 1, 'diabetes': 2, 'heart attack': 1}"
Where is energy stored in a chemical substance?,ref,0,0.2,"{'between atoms': 1, 'in molecules': 0, 'inside atoms': 2, 'on the surface': 2}"
Where is energy stored in a chemical substance?,sys,0,0.4,"{'atoms': 1, 'between atoms': 2, 'electrons': 0, 'molecules': 2}"
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",ref,0,0.2,"{'blood vessels': 1, 'cardiovascular system': 2, 'immune system': 1, 'respiratory system': 1}"
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",sys,0,0.2,"{'age': 1, 'brain': 2, 'heart': 1, 'immune system': 1}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",ref,1,0.4,"{'calcium': 0, 'hydrogen': 2, 'nitrogen': 2, 'potasium': 1}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",sys,1,0.6,"{'carbon': 0, 'nitrogen': 3, 'oxygen': 2}"
Most insects reproduce quickly and through what type of reproduction?,ref,1,0.4,"{'asexual reproduction': 0, 'photosynthesis': 1, 'sexual reproduction': 2, 'spores': 2}"
Most insects reproduce quickly and through what type of reproduction?,sys,0,0.0,"{'asexual reproduction': 1, 'sexual reproduction': 0, 'spore reproduction': 3, 'vulation': 1}"
Digestion of proteins begins with acids in what organ?,ref,0,0.2,"{'brain': 0, 'colon': 2, 'liver': 2, 'stomach': 1}"
Digestion of proteins begins with acids in what organ?,sys,0,0.0,"{'amino acids': 1, 'enzymes': 3, 'hormones': 1, 'stomach': 0}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",ref,0,0.4,"{'circulation': 0, 'digestion': 3, 'gender determination': 2, 'respiration': 0}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",sys,0,0.0,"{'gender determination': 0, 'heteromorphic': 1, 'heterophytic': 1, 'heterozygous': 3}"
What is the most abundant metal of the earth's crust?,ref,0,0.0,"{'aluminum': 0, 'calcium': 2, 'copper': 0, 'magnetite': 3}"
What is the most abundant metal of the earth's crust?,sys,0,0.0,"{'aluminum': 0, 'copper': 2, 'iron': 2, 'silver': 1}"
What is the term for the total kinetic energy of moving particles of matter?,ref,0,0.2,"{""Newton's energy"": 3, 'heavy energy': 1, 'mechanical energy': 0, 'thermal energy': 1}"
What is the term for the total kinetic energy of moving particles of matter?,sys,0,0.2,"{'kinetic energy': 2, 'thermal energy': 1, 'thermal resistance': 2}"
What part of the eye allows light to enter?,ref,0,0.0,"{'eyelid': 3, 'iris': 0, 'pupil': 0, 'retina': 2}"
What part of the eye allows light to enter?,sys,0,0.2,"{'cornea': 2, 'lens': 2, 'pupil': 1}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",ref,1,0.4,"{'do-or-die': 2, 'fainting': 1, 'fight-or-flight': 2, 'sink-or-swim': 0}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",sys,1,0.6,"{'fatigue': 1, 'fight-or-flight': 3, 'stress': 1}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",ref,0,0.2,"{'lipids system': 1, 'vasculature system': 2, 'ventrical system': 1, 'vestibular system': 1}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",sys,0,0.2,"{'auditory cortex': 1, 'olfactory cortex': 0, 'vestibular system': 1, 'visual cortex': 3}"
In what type of animals may a body cavity be present or absent?,ref,0,0.2,"{'bicellular': 2, 'nonvascular': 1, 'triploblastic': 1, 'vertebrate': 1}"
In what type of animals may a body cavity be present or absent?,sys,1,0.4,"{'monogamous': 1, 'monolithic': 0, 'monotonous': 2, 'triploblastic': 2}"
Chemical reactions involve a transfer of heat energy. measured in what?,ref,0,0.0,"{'amperes': 1, 'amps': 2, 'joules': 0, 'thermals': 2}"
Chemical reactions involve a transfer of heat energy. measured in what?,sys,1,0.6,"{'joules': 3, 'kilo': 1, 'kilo-hours': 1, 'kilowatt-hours': 0}"
Trees and shrubs are example of what type of plant?,ref,0,0.0,"{'annuals': 1, 'biennial': 1, 'grasses': 3, 'perennials': 0}"
Trees and shrubs are example of what type of plant?,sys,1,0.8,"{'carnivorous': 0, 'coniferous': 0, 'deciduous': 1, 'perennials': 4}"
"The products of what process are needed for cellular respiration, and vice versa?",ref,0,0.0,"{'circulation': 0, 'digestion': 3, 'photosynthesis': 0, 'spermatogenesis': 2}"
"The products of what process are needed for cellular respiration, and vice versa?",sys,1,0.6,"{'carbon dioxide': 0, 'nitrogen': 0, 'oxygen': 2, 'photosynthesis': 3}"
Most fungi get organic compounds from what?,ref,1,0.4,"{'carnivorous organisms': 1, 'dead organisms': 2, 'inorganic material': 1, 'living organisms': 1}"
Most fungi get organic compounds from what?,sys,0,0.0,"{'air': 3, 'dead organisms': 0, 'organic compounds': 1, 'water': 1}"
How do very massive stars end their lives?,ref,0,0.4,"{'become red supergiants': 2, 'become super novas': 2, 'consumed by black hole': 1, 'explode': 0}"
How do very massive stars end their lives?,sys,1,0.6,"{'become red supergiants': 3, 'helium': 2}"
Pairs of nitrogenous bases are attached to each other by?,ref,0,0.0,"{'hydrogen bonds': 0, 'ionic bonds': 2, 'magnetism': 2, 'potassium bonds': 1}"
Pairs of nitrogenous bases are attached to each other by?,sys,1,1.0,{'hydrogen bonds': 5}
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,ref,0,0.2,"{'enamel': 0, 'plaque': 1, 'red blood cells': 3, 'white blood cells': 1}"
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,sys,0,0.4,"{""'bone'"": 1, ""'brain'"": 0, ""'heart'"": 2, 'plaque': 2}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,ref,0,0.2,"{'calcium ions': 2, 'combustion ions': 1, 'hydroxide ions': 1, 'monoxide ions': 1}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,sys,0,0.0,"{'hydrogen ions': 0, 'hydroxide ions': 0, 'nitrogen ions': 2, 'oxygen ions': 3}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,ref,0,0.2,"{'currents': 2, 'resistances': 0, 'voltages': 1, 'weights': 2}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,sys,0,0.2,"{'negative': 0, 'positive': 4, 'voltages': 1}"
Organisms that live deep in the ocean must be able to withstand what?,ref,1,0.4,"{'extreme water pressure': 2, 'significant water pressure': 1, 'the sun': 1, 'tsunamis': 1}"
Organisms that live deep in the ocean must be able to withstand what?,sys,0,0.0,"{'extreme water pressure': 0, 'high pressure': 1, 'high pressure and high temperature': 2, 'high temperature': 2}"
Which system are the brain and spinal cord apart of?,ref,0,0.0,"{'central nervous system': 0, 'cerebral cortex': 2, 'large nervous system': 3, 'limbic system': 0}"
Which system are the brain and spinal cord apart of?,sys,0,0.2,"{'central nervous system': 1, 'circulatory system': 1, 'nervous system': 0, 'respiratory system': 3}"
What are biochemical catalysts that speed up biochemical reactions?,ref,0,0.2,"{'enzymes': 1, 'inhibitor': 2, 'metabolites': 2, 'polymers': 0}"
What are biochemical catalysts that speed up biochemical reactions?,sys,0,0.2,"{'enzymes': 1, 'hormones': 2, 'proteins': 2}"
What process can cause harmful alleles to become fixed?,ref,0,0.2,"{'genetic drift': 1, 'migration': 3, 'mutation': 0, 'natural selection': 1}"
What process can cause harmful alleles to become fixed?,sys,0,0.4,"{'genetic drift': 2, 'mutation': 3}"
What record shows that dinosaurs originated 200-250 million years ago?,ref,0,0.0,"{'ancient record': 2, 'biological record': 1, 'fossil record': 0, 'species record': 2}"
What record shows that dinosaurs originated 200-250 million years ago?,sys,1,0.8,"{'fossil record': 4, 'fossilized': 1, 'fossilized fossil': 0}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",ref,0,0.2,"{'analytical balance': 1, 'scale': 3, 'speedometer': 1, 'thermometer': 0}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",sys,0,0.2,"{'analytical balance': 1, 'magnetic balance': 0, 'thermal balance': 2, 'ultrasonic balance': 2}"
What is the purpose of bright colors on a flower's petals?,ref,0,0.2,"{'to absorb light': 0, 'to attract a mate': 4, 'to attract pollinators': 1, 'to distract predators': 0}"
What is the purpose of bright colors on a flower's petals?,sys,0,0.0,"{'attract': 1, 'pollination': 2, 'reproduction': 2, 'to attract pollinators': 0}"
Collateral ganglia controls organs in which cavity in the body?,ref,0,0.0,"{'abdominal': 0, 'cardiac': 1, 'cranial': 0, 'pelvic': 4}"
Collateral ganglia controls organs in which cavity in the body?,sys,0,0.0,"{'abdominal': 0, 'pelvic': 4, 'thoracic': 1}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,ref,0,0.2,"{'enemies': 1, 'food': 1, 'honey': 0, 'water': 3}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,sys,0,0.2,"{'food': 1, 'honey': 3, 'pollen': 1, 'water': 0}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",ref,0,0.2,"{'cones and tubes': 1, 'holes and cones': 2, 'rods and cones': 1, 'tubes and rods': 1}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",sys,1,0.6,"{'cones and cones': 1, 'ones': 1, 'rods and cones': 3}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",ref,0,0.2,"{'abiotic factors': 1, 'conditional factors': 2, 'diverse factors': 2, 'nucleic factors': 0}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",sys,0,0.4,"{'abiotic factors': 2, 'otosynthesis': 2, 'soil': 1, 'water': 0}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,ref,0,0.0,"{'analogous': 1, 'enantiomers': 0, 'misnomers': 2, 'nanoparticles': 2}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,sys,1,0.4,"{'antacid': 1, 'antifreeze': 1, 'antihistamine': 1, 'enantiomers': 2}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",ref,0,0.2,"{'deserts activity': 2, 'mineral activity': 1, 'oceanic activity': 1, 'volcanic activity': 1}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",sys,1,0.4,"{'volcanic activity': 2, 'volcanic eruption': 2, 'volcanic formation': 1}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,ref,0,0.2,"{'ENDOCRINE SYSTEM': 1, 'IRCULATORY SYSTEM': 1, 'MUSCULAR SYSTEM': 2, 'central nervous': 1}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,sys,1,0.6,"{'central nervous': 3, 'nervous': 0, 'peripheral': 0, 'peripheral nervous': 2}"
Which kind of muscle regulates air flow in lungs?,ref,1,0.8,"{'alveoli': 0, 'smooth': 4, 'striated': 0, 'vascular': 1}"
Which kind of muscle regulates air flow in lungs?,sys,0,0.0,"{'muscle': 2, 'muscle fibers': 3, 'smooth': 0}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,ref,0,0.0,"{'omega bonds': 3, 'pi bonds': 0, 'sigma bonds': 0, 'theta bonds': 2}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,sys,1,0.6,"{'alpha bonds': 2, 'pi bonds': 3}"
On what day of the cycle does ovulation usually occur?,ref,0,0.0,"{'14th': 0, '17th': 1, '1st': 2, '7th': 2}"
On what day of the cycle does ovulation usually occur?,sys,0,0.2,"{'14th': 1, '15th': 2, '16th': 0, '17th': 2}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",ref,0,0.0,"{'arthropod': 1, 'invertebrate': 0, 'nematode': 3, 'vertebrate': 1}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",sys,0,0.0,"{'invertebrate': 0, 'mammal': 2, 'reptile': 1, 'vertebrate': 2}"
What is another name for the vertebral column?,ref,0,0.0,"{'backbone': 0, 'brain stem': 0, 'nerve column': 2, 'pillar': 3}"
What is another name for the vertebral column?,sys,0,0.2,"{'backbone': 1, 'vertebrae': 4}"
The temperature at which a substance melts is called its what point?,ref,0,0.4,"{'boiling': 0, 'change': 2, 'freezing': 1, 'melting': 2}"
The temperature at which a substance melts is called its what point?,sys,0,0.0,"{'boiling': 2, 'freezing': 3, 'melting': 0}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",ref,0,0.2,"{'digestive': 3, 'ovarian': 1, 'secretion': 1, 'uterian': 0}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",sys,1,0.6,"{'follicular': 2, 'ovarian': 3}"
Humans are among the most versatile of mammals with what type of diet?,ref,0,0.2,"{'carnivore': 1, 'herbivore': 2, 'omnivore': 1, 'vegetarian': 1}"
Humans are among the most versatile of mammals with what type of diet?,sys,1,0.6,"{'carnivore': 0, 'herbivore': 2, 'omnivore': 3}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,ref,0,0.4,"{'electrolysis': 2, 'osmosis': 2, 'permeability': 1}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,sys,0,0.2,"{'negative pressure': 2, 'negative temperature': 2, 'osmosis': 1}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",ref,0,0.2,"{'change': 1, 'gravity': 3, 'interference': 0, 'motion': 1}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",sys,0,0.2,"{'city': 2, 'gravity': 1, 'momentum': 1, 'motion': 1}"
What is the physical transformation of an insect moving through stages of life?,ref,0,0.0,"{'Growth and Development': 3, 'Transition': 1, 'metamorphosis': 0, 'parthenogenesis': 1}"
What is the physical transformation of an insect moving through stages of life?,sys,0,0.4,"{'etamorphosis': 3, 'metamorphosis': 2}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",ref,0,0.4,"{'a economical one': 2, 'a lateral one': 1, 'a neutral one': 2, 'a thermodynamic one': 0}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",sys,0,0.2,"{'a neutral one': 1, 'acidic': 4}"
What are fast moving rivers of air that are going in opposite directions called?,ref,0,0.2,"{'air streams': 2, 'burst streams': 1, 'cause streams': 1, 'jet streams': 1}"
What are fast moving rivers of air that are going in opposite directions called?,sys,0,0.2,"{'atmospheric currents': 4, 'jet streams': 1, 'ocean currents': 0, 'wind streams': 0}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",ref,1,0.6,"{'bladder': 0, 'kidneys': 3, 'liver': 0, 'lungs': 2}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",sys,1,0.4,"{'heart': 2, 'kidneys': 2, 'liver': 0, 'lungs': 1}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",ref,0,0.2,"{'birth cycles': 0, 'gene pools': 3, 'life cycles': 1, 'mutations': 1}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",sys,1,0.4,"{'life cycles': 2, 'pollen': 1, 'seeds': 2, 'spores': 0}"
The electrode at which oxidation occurs is called?,ref,0,0.4,"{'calomel': 0, 'cathode': 2, 'diode': 1, 'the anode': 2}"
The electrode at which oxidation occurs is called?,sys,0,0.2,"{'negative charge': 4, 'negative electrode': 0, 'negative ion': 0, 'the anode': 1}"
There are about 6200 known species of what?,ref,1,0.6,"{'amphibians': 3, 'mammals': 2, 'primates': 0, 'reptiles': 0}"
There are about 6200 known species of what?,sys,1,0.6,"{""'birds"": 0, 'amphibians': 3, 'mammals': 1, ""reptiles' 'fish"": 1}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,ref,0,0.2,"{'cornea': 1, 'iris': 3, 'pupil': 0, 'retina': 1}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,sys,0,0.2,"{'cornea': 0, 'iris': 3, 'retina': 1, 'upil': 1}"
What is required to move or change matter from one state to another?,ref,1,0.6,"{'energy': 3, 'evolution': 1, 'food': 0, 'gravity': 1}"
What is required to move or change matter from one state to another?,sys,0,0.2,"{'carbon': 2, 'energy': 1, 'nitrogen': 1, 'oxygen': 1}"
A food web can be broken up into what further subdivision that usually has a few links in it?,ref,0,0.2,"{'food chain': 1, 'food pyramid': 0, 'oxygen chain': 3, 'water chain': 1}"
A food web can be broken up into what further subdivision that usually has a few links in it?,sys,0,0.2,"{'ecosystem': 1, 'food chain': 1, 'population': 0, 'species': 3}"
What living species of bird is considered the  largest of the raptors?,ref,0,0.2,"{'California condor': 1, 'golden eagles': 1, 'peregrine falcon': 1, 'pteradactyl': 2}"
What living species of bird is considered the  largest of the raptors?,sys,0,0.4,"{'golden eagles': 2, 'peregrine falcon': 3}"
What contains positive protons and neutral neutrons?,ref,0,0.2,"{'electrons': 1, 'epidermis': 0, 'ions': 3, 'nucleus': 1}"
What contains positive protons and neutral neutrons?,sys,1,1.0,{'nucleus': 5}
"Horny ridges on the jaws serve the same function as what, for turtles?",ref,0,0.0,"{'hairs': 3, 'skin': 1, 'taste buds': 1, 'teeth': 0}"
"Horny ridges on the jaws serve the same function as what, for turtles?",sys,0,0.2,"{'sharp ridges': 3, 'sharp teeth': 1, 'teeth': 1}"
Natural gas is the predominately made up of?,ref,0,0.0,"{'carbon': 1, 'hydrogen': 1, 'methane': 0, 'sulfur': 3}"
Natural gas is the predominately made up of?,sys,0,0.2,"{'carbon dioxide': 3, 'helium': 1, 'hydrogen': 0, 'methane': 1}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",ref,1,0.6,"{'ears': 0, 'kidneys': 3, 'lungs': 0, 'tongue': 2}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",sys,0,0.2,"{'heart': 2, 'kidneys': 1, 'liver': 2, 'lungs': 0}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,ref,1,0.6,"{'one joule': 0, 'one mole': 3, 'one ohm': 0, 'one quark': 2}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,sys,0,0.4,"{'one atom': 3, 'one gram': 0, 'one mole': 2, 'one molecule': 0}"
What involves sensing and focusing light from people and objects?,ref,0,0.4,"{'echolocation': 3, 'projection': 0, 'sensory perception': 0, 'vision': 2}"
What involves sensing and focusing light from people and objects?,sys,1,0.6,"{""'sight'"": 1, ""'sight''sight'"": 1, 'vision': 3}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",ref,0,0.2,"{'a marsupial': 1, 'bat': 2, 'carnivore': 2, 'rodent': 0}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",sys,1,0.6,"{'a marsupial': 3, 'carnivores': 1, 'carnivorous': 1}"
What are fungi which feed on living cells called?,ref,1,0.4,"{'parasitic': 2, 'predatory': 1, 'static': 2, 'symbiotic': 0}"
What are fungi which feed on living cells called?,sys,1,0.6,"{'bacteria': 1, 'parasitic': 3, 'spores': 1, 'viruses': 0}"
What rock group offers the richest source of fossils?,ref,0,0.0,"{'geode': 2, 'igneous': 1, 'metamorphic': 2, 'sedimentary': 0}"
What rock group offers the richest source of fossils?,sys,0,0.4,"{'granite': 0, 'limestone': 3, 'sedimentary': 2}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,ref,0,0.2,"{'Permable': 1, 'mirrors': 1, 'nutrients': 2, 'osmosis': 1}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,sys,0,0.0,"{'carbon dioxide': 3, 'nitrogen': 2, 'osmosis': 0, 'oxygen': 0}"
Isotopes are named for their number of protons plus what?,ref,1,0.4,"{'electrons': 1, 'isomers': 1, 'neutrons': 2, 'nuclei': 1}"
Isotopes are named for their number of protons plus what?,sys,0,0.2,"{'hydrogen': 1, 'neutrons': 1, 'nitrogen': 2, 'oxygen': 1}"
Movements in the mantle cause the plates to move over time in a process called what?,ref,0,0.0,"{'boundary drift': 0, 'continental drift': 0, 'continental expansion': 0, 'continental shift': 5}"
Movements in the mantle cause the plates to move over time in a process called what?,sys,1,0.6,"{""'continental drift'"": 0, ""'geological drift'"": 1, ""'seismic drift'"": 1, 'continental drift': 3}"
"In phyisics, what is considered to be the rotational version of force?",ref,0,0.0,"{'energy': 1, 'pressure': 1, 'torque': 0, 'work': 3}"
"In phyisics, what is considered to be the rotational version of force?",sys,0,0.2,"{'friction': 1, 'gravity': 1, 'spin': 2, 'torque': 1}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,ref,0,0.2,"{'cords': 2, 'fibers': 0, 'tendons': 1, 'veins': 2}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,sys,0,0.0,"{'collagen': 1, 'fibroblasts': 1, 'keratin': 3, 'tendons': 0}"
What is the ability to see called?,ref,0,0.0,"{'hearing': 1, 'smell': 3, 'thought': 1, 'vision': 0}"
What is the ability to see called?,sys,0,0.4,"{'olor': 0, 'smell': 2, 'sound': 1, 'vision': 2}"
