BLEU,ROUGE-L,SBERT
0.0,0.0,0.3405151963233948
0.0,0.0,0.326140433549881
0.0,0.0,0.48999202251434326
0.0,0.0,0.22637486457824707
0.0,0.0,0.25863000750541687
1.5319719891192393e-231,0.5,0.5912629961967468
0.0,0.0,0.05283559858798981
0.0,0.0,0.31430333852767944
0.0,0.0,0.1868889480829239
0.0,0.0,0.03794100508093834
0.0,0.0,0.07409277558326721
0.0,0.0,0.23177559673786163
0.0,0.0,0.36361101269721985
1.821831989445342e-231,1.0,1.0000001192092896
0.0,0.0,0.39275380969047546
1.5319719891192393e-231,0.5,0.5198811888694763
1.5319719891192393e-231,0.5,0.6021713614463806
0.0,0.0,0.22449801862239838
0.0,0.0,0.5588555932044983
0.0,0.0,0.494782418012619
0.0,0.0,0.42344731092453003
0.0,0.0,0.2114928960800171
0.0,0.0,0.32612836360931396
0.0,0.0,0.11054898798465729
0.0,0.0,0.20471040904521942
0.0,0.0,0.08598904311656952
0.0,0.0,0.11980920284986496
0.0,0.0,0.13853105902671814
0.0,0.0,0.2206404209136963
0.0,0.0,0.24732822179794312
0.0,0.0,0.32415667176246643
0.0,0.0,0.3631570637226105
0.0,0.0,0.10345962643623352
0.0,0.0,0.3353498876094818
0.0,0.0,0.16533726453781128
0.0,0.0,0.3606533706188202
0.0,0.0,0.40133363008499146
0.0,0.0,0.2288931906223297
0.0,0.0,0.23909831047058105
0.0,0.0,0.4802771508693695
0.0,0.0,0.29166778922080994
0.0,0.0,0.07373589277267456
0.0,0.0,0.3261151909828186
0.0,0.0,0.35505586862564087
0.0,0.0,0.2501949369907379
1.5319719891192393e-231,0.5,0.5616893768310547
1.5319719891192393e-231,0.5,0.5957269072532654
0.0,0.0,0.15551041066646576
0.0,0.0,0.16285356879234314
0.0,0.0,0.17051701247692108
0.0,0.0,0.1505245715379715
1.5319719891192393e-231,0.5,0.6123912930488586
1.5319719891192393e-231,0.5,0.5634253621101379
1.5319719891192393e-231,0.5,0.5750047564506531
0.0,0.0,0.19346170127391815
0.0,0.0,0.21320819854736328
0.0,0.0,0.18306444585323334
0.0,0.0,0.2651025652885437
0.0,0.0,0.21840490400791168
0.0,0.0,0.05941329151391983
9.047424648113057e-155,0.8,0.7719019651412964
0.0,0.0,0.2308967411518097
1.5319719891192393e-231,0.5,0.4268079102039337
0.0,0.0,0.46172940731048584
0.0,0.0,0.34015074372291565
0.0,0.0,0.36507517099380493
0.0,0.0,0.37501561641693115
0.0,0.0,0.24207843840122223
1.821831989445342e-231,1.0,0.9999998211860657
1.5319719891192393e-231,0.5,0.674771249294281
0.0,0.0,0.3352711498737335
0.0,0.0,0.35649609565734863
0.0,0.0,0.31010597944259644
0.0,0.0,0.4502212107181549
0.0,0.0,0.21972692012786865
0.0,0.0,0.31200119853019714
0.0,0.0,0.2506539821624756
0.0,0.0,0.3622535169124603
0.0,0.0,0.2453812211751938
0.0,0.0,0.3645952343940735
0.0,0.0,0.2121172845363617
0.0,0.0,0.2750568389892578
0.0,0.0,0.3659838140010834
0.0,0.0,0.31468796730041504
0.0,0.0,0.21602746844291687
1.133422688662942e-154,0.6666666666666666,0.7942507266998291
1.384292958842266e-231,0.3333333333333333,0.33403074741363525
0.0,0.0,0.11673949658870697
0.0,0.0,0.1822759509086609
0.0,0.0,0.16847097873687744
0.0,0.0,0.159559428691864
0.0,0.0,0.1722480207681656
0.0,0.0,0.12257279455661774
1.5319719891192393e-231,0.5,0.4507843554019928
0.0,0.0,0.32061636447906494
0.0,0.0,0.24087516963481903
0.0,0.0,0.2723376154899597
0.0,0.0,0.1791878640651703
0.0,0.0,0.11408127844333649
0.0,0.0,0.22513677179813385
0.0,0.0,0.3192063868045807
0.0,0.0,0.16783259809017181
1.5319719891192393e-231,0.5,0.5376790761947632
1.5319719891192393e-231,0.5,0.6141442060470581
1.5319719891192393e-231,0.5,0.6501634120941162
0.0,0.0,0.7974250912666321
0.0,0.0,0.47066912055015564
0.0,0.0,0.35580480098724365
1.821831989445342e-231,1.0,0.9999998807907104
0.0,0.0,0.35346242785453796
0.0,0.0,0.35357725620269775
0.0,0.0,0.434527188539505
0.0,0.0,0.35112589597702026
0.0,0.0,0.33791443705558777
0.0,0.0,0.3397938311100006
0.0,0.0,0.1556158810853958
1.821831989445342e-231,1.0,0.9999999403953552
0.0,0.0,0.2566750943660736
0.0,0.0,0.32149457931518555
0.0,0.0,0.19196772575378418
1.821831989445342e-231,1.0,1.0
1.821831989445342e-231,1.0,0.9999998807907104
0.0,0.0,0.592890202999115
0.0,0.0,0.2528787851333618
0.0,0.0,0.11943408846855164
0.0,0.0,0.18762126564979553
0.0,0.0,0.21481125056743622
0.0,0.0,0.2380547821521759
0.0,0.0,0.24707932770252228
0.0,0.0,0.3028261959552765
0.0,0.0,0.18433868885040283
0.0,0.0,0.30819639563560486
0.0,0.0,0.20382864773273468
0.0,0.0,0.25989148020744324
0.0,0.0,0.17202720046043396
1.5319719891192393e-231,0.5,0.7463126182556152
0.0,0.0,0.22938688099384308
0.0,0.0,0.15175852179527283
0.0,0.0,0.2606205642223358
1.821831989445342e-231,1.0,1.0
1.821831989445342e-231,1.0,0.9999998807907104
0.0,0.0,0.17245252430438995
0.0,0.0,0.37984558939933777
0.0,0.0,0.22200262546539307
0.0,0.0,0.4476320147514343
0.0,0.0,0.3027486801147461
0.0,0.0,0.10433675348758698
0.0,0.0,0.36100703477859497
1.821831989445342e-231,1.0,1.0
0.0,0.6666666666666666,0.8091764450073242
0.0,0.0,0.1909533441066742
0.0,0.0,0.4806009531021118
0.0,0.0,0.4020768702030182
0.0,0.0,0.3855190575122833
0.0,0.0,0.41594332456588745
0.0,0.0,0.2626212537288666
0.0,0.0,0.2922918200492859
0.0,0.0,0.013192533515393734
0.0,0.0,0.17108523845672607
0.0,0.0,0.5238040685653687
1.491668146240062e-154,1.0,1.000000238418579
0.0,0.0,0.20694509148597717
0.0,0.0,0.3843124210834503
0.0,0.0,0.4008684456348419
0.0,0.0,0.17377310991287231
0.0,0.0,0.3000915050506592
0.0,0.0,0.23260357975959778
0.0,0.0,0.2665843665599823
1.821831989445342e-231,1.0,0.9999998807907104
0.0,0.0,0.4495149254798889
0.0,0.0,0.3576604425907135
0.0,0.0,0.40464627742767334
0.0,0.0,0.3477593958377838
0.0,0.0,0.365184485912323
1.5319719891192393e-231,0.5,0.5447084903717041
1.5319719891192393e-231,0.5,0.2814353406429291
1.5319719891192393e-231,0.5,0.4085027873516083
0.0,0.0,0.2005654126405716
0.0,0.0,0.4937672019004822
0.0,0.0,0.34134602546691895
0.0,0.0,0.38539832830429077
0.0,0.0,0.2130155861377716
0.0,1.0,0.9637994766235352
0.0,0.0,0.20103727281093597
0.0,0.0,0.3041003346443176
0.0,0.0,0.24416975677013397
0.0,0.0,0.3093896806240082
0.0,0.0,0.3640686273574829
0.0,0.0,0.2952297627925873
0.0,0.0,0.43070337176322937
0.0,0.0,0.1835150271654129
0.0,0.0,0.30572080612182617
0.0,0.0,0.3077631890773773
0.0,0.0,0.39332258701324463
0.0,0.0,0.42674747109413147
0.0,0.5,0.6222434639930725
0.0,0.0,0.422712117433548
0.0,0.5,0.5484828948974609
0.0,0.0,0.24478945136070251
0.0,0.0,0.3623727262020111
0.0,0.0,0.45183494687080383
0.0,0.0,0.4354546368122101
0.0,0.0,0.28986090421676636
0.0,0.0,0.05319192633032799
0.0,0.0,0.2402314394712448
0.0,0.0,0.4781174957752228
0.0,0.0,0.4116087555885315
1.384292958842266e-231,0.3333333333333333,0.353413462638855
1.133422688662942e-154,0.6666666666666666,0.6544196009635925
8.38826642100846e-155,0.5,0.602171003818512
0.0,0.0,0.22513750195503235
0.0,0.0,0.4783419072628021
0.0,0.0,0.2494247406721115
0.0,0.0,0.4288404881954193
0.0,0.0,0.2708910405635834
0.0,0.0,0.3812958896160126
1.5319719891192393e-231,0.5,0.5289395451545715
0.0,0.0,0.456180602312088
0.0,0.0,0.30133190751075745
0.0,0.0,0.39908939599990845
0.0,0.0,0.36528635025024414
0.0,0.0,0.24810491502285004
0.0,0.0,0.24908815324306488
0.0,0.0,0.1020365059375763
0.0,0.0,0.23919226229190826
0.0,0.0,0.023530958220362663
0.0,0.0,0.17227055132389069
0.0,0.0,0.24425670504570007
0.0,0.0,0.6945236921310425
0.0,0.0,0.585112452507019
0.0,0.0,0.318058580160141
0.0,0.0,0.138813316822052
0.0,0.0,0.201695516705513
0.0,0.0,0.3134288191795349
0.0,0.0,0.28109604120254517
0.0,0.0,0.2791469395160675
0.0,0.0,0.24256904423236847
0.0,0.0,0.4034428596496582
0.0,0.0,0.3257139325141907
0.0,0.0,0.3204663097858429
1.5319719891192393e-231,0.5,0.6253964900970459
1.5319719891192393e-231,0.5,0.6027670502662659
1.5319719891192393e-231,0.5,0.6494830846786499
0.0,0.0,0.23559847474098206
0.0,0.0,0.6412058472633362
0.0,0.0,0.28941234946250916
0.0,0.0,0.22436246275901794
0.0,0.0,0.2997460663318634
0.0,0.0,0.33484694361686707
0.0,0.0,0.14653566479682922
0.0,0.0,0.06823723018169403
0.0,0.0,0.13444575667381287
0.0,0.0,0.6122675538063049
0.0,0.0,0.1972547322511673
0.0,0.0,0.4274164140224457
0.0,0.0,0.6503753662109375
0.0,0.0,0.47118425369262695
0.0,0.0,0.17226649820804596
0.0,0.0,0.08586753159761429
1.491668146240062e-154,1.0,1.0
1.5319719891192393e-231,0.5,0.6240273714065552
0.0,0.0,0.13566388189792633
0.0,0.0,0.18444274365901947
0.0,0.0,0.2256135642528534
0.0,0.0,0.27864527702331543
0.0,0.0,0.15326014161109924
0.0,0.0,0.3215593993663788
0.0,0.0,0.3063913583755493
0.0,0.0,0.27510225772857666
0.0,0.0,0.21710258722305298
6.702145341854094e-232,0.6666666666666666,0.8335769176483154
0.0,0.0,0.18287403881549835
0.0,0.0,0.1591186821460724
0.0,0.0,0.37990638613700867
0.0,0.0,0.45527729392051697
1.821831989445342e-231,1.0,1.0
0.0,0.0,0.3484537899494171
0.0,0.0,0.5186949372291565
0.0,0.0,0.32621338963508606
0.0,0.0,0.3097803592681885
0.0,0.0,0.2579130232334137
0.0,0.0,0.259886234998703
0.0,0.0,0.3915694057941437
0.0,0.0,0.1720084398984909
0.0,0.0,0.14317771792411804
0.0,0.0,0.676943302154541
0.0,0.0,0.6825281381607056
0.0,0.0,0.29345259070396423
0.0,0.0,0.1267765462398529
0.0,0.0,0.09309785068035126
0.0,0.0,0.05870133265852928
0.0,0.0,0.4187978208065033
0.0,0.0,0.3714926540851593
0.0,0.0,0.27719980478286743
0.0,0.0,0.5326485633850098
0.0,0.0,0.38218191266059875
0.0,0.0,0.3045447766780853
0.0,0.0,0.23755861818790436
0.0,0.0,0.40393510460853577
0.0,0.0,0.3383810222148895
0.0,0.0,0.3817359507083893
0.0,0.0,0.5247741937637329
0.0,0.0,0.4104127585887909
0.0,0.0,0.13350529968738556
0.0,0.0,0.2200903445482254
0.0,0.0,0.2699112594127655
0.0,0.5,0.4534779191017151
1.5319719891192393e-231,0.5,0.4174105226993561
1.5319719891192393e-231,0.5,0.4099082946777344
0.0,1.0,0.9364727139472961
0.0,0.0,0.4900827705860138
0.0,0.0,0.39111974835395813
0.0,0.0,0.29801061749458313
0.0,0.0,0.2760036885738373
0.0,0.0,0.220380038022995
0.0,0.0,0.12932492792606354
0.0,0.0,0.22595299780368805
0.0,0.0,0.20395708084106445
0.0,0.0,0.2497338205575943
0.0,0.0,0.3060764968395233
0.0,0.0,0.21448318660259247
0.0,0.0,0.30916827917099
0.0,0.0,0.4783359467983246
0.0,0.0,0.1774228811264038
0.0,0.0,0.22872911393642426
0.0,0.0,0.22971771657466888
0.0,0.0,0.27262142300605774
1.5319719891192393e-231,0.5,0.5874645709991455
0.0,0.0,0.35471776127815247
1.5319719891192393e-231,0.5,0.535062849521637
0.0,0.0,0.3929159343242645
0.0,0.0,0.47949355840682983
0.0,0.0,0.1957026571035385
0.0,0.0,0.1454322636127472
0.0,0.0,0.3051329553127289
0.0,0.0,0.1913311928510666
0.0,0.0,0.49995219707489014
0.0,0.0,0.5171757340431213
0.0,0.0,0.3615281283855438
0.0,0.0,0.29983434081077576
0.0,0.0,0.3286277651786804
0.0,0.0,0.37332385778427124
0.0,0.0,0.4627450704574585
0.0,0.0,0.32961902022361755
0.0,0.0,0.5260524153709412
0.0,0.0,0.3495940864086151
0.0,0.0,0.3803355395793915
0.0,0.0,0.2975846827030182
0.0,0.0,0.5055084824562073
0.0,0.0,0.33905085921287537
0.0,0.0,0.30846840143203735
0.0,0.0,0.33417758345603943
0.0,0.0,0.3098903000354767
1.384292958842266e-231,0.4,0.5151181221008301
0.0,0.0,0.1300489902496338
0.0,0.0,0.29042282700538635
0.0,0.0,0.2688121497631073
0.0,0.0,0.16493120789527893
0.0,0.0,0.18847616016864777
0.0,0.0,0.21720801293849945
0.0,0.0,0.25908979773521423
0.0,0.0,0.3551146984100342
0.0,0.0,0.2234000414609909
0.0,0.0,0.2843596339225769
0.0,1.0,0.8061844110488892
0.0,0.0,0.19770851731300354
1.5319719891192393e-231,0.5,0.6407334804534912
1.5319719891192393e-231,0.5,0.6292430758476257
1.5319719891192393e-231,0.5,0.6823776364326477
0.0,0.0,0.11210209876298904
0.0,0.0,0.24433478713035583
0.0,0.0,0.29017671942710876
0.0,0.0,0.43770474195480347
0.0,0.0,0.3729134500026703
0.0,0.0,0.4742017388343811
1.821831989445342e-231,1.0,0.9999999403953552
0.0,0.0,0.5127074122428894
0.0,0.0,0.30313464999198914
1.5319719891192393e-231,0.5,0.7040518522262573
1.5319719891192393e-231,0.5,0.5616893768310547
1.5319719891192393e-231,0.5,0.6755660176277161
0.0,0.0,0.5795679092407227
0.0,0.0,0.5378928184509277
0.0,0.0,0.4639066457748413
1.5319719891192393e-231,0.5,0.4987587034702301
1.5319719891192393e-231,0.5,0.5729445815086365
1.2882297539194154e-231,0.4,0.3537878096103668
6.702145341854094e-232,0.5,0.6608640551567078
0.0,0.0,0.44646698236465454
0.0,0.0,0.4351252317428589
0.0,0.0,0.44759371876716614
0.0,0.0,0.4253677427768707
0.0,0.0,0.4695519208908081
0.0,0.0,0.1809978187084198
0.0,0.0,0.19910186529159546
0.0,0.0,0.19671465456485748
0.0,0.0,0.31692537665367126
0.0,0.0,0.23157565295696259
0.0,0.0,0.2785767912864685
0.0,0.0,0.22462981939315796
0.0,0.0,0.24852582812309265
0.0,0.0,0.3065134882926941
0.0,0.0,0.40824058651924133
0.0,0.0,0.5260567665100098
0.0,0.0,0.25204384326934814
0.0,0.0,0.6396763324737549
0.0,0.0,0.1914937049150467
0.0,0.0,0.2558055520057678
0.0,0.0,0.22728411853313446
0.0,0.0,0.31908729672431946
0.0,0.0,0.2014838308095932
6.702145341854094e-232,0.6666666666666666,0.7051300406455994
0.0,0.0,0.40533679723739624
6.702145341854094e-232,0.6666666666666666,0.8941231369972229
9.047424648113057e-155,0.8,0.810708224773407
9.291879812217675e-232,0.4,0.47876712679862976
9.047424648113057e-155,0.8,0.8337916135787964
6.702145341854094e-232,0.6666666666666666,0.7126192450523376
0.0,0.0,0.3417092263698578
0.0,0.0,0.39765268564224243
0.0,0.0,0.32279619574546814
0.0,0.0,0.2437058985233307
0.0,0.0,0.3959750235080719
0.0,0.0,0.10910280048847198
0.0,0.0,0.2114531397819519
0.0,0.0,0.16567575931549072
0.0,0.0,0.02852073311805725
0.0,0.5,0.2919495403766632
0.0,0.5,0.448604941368103
0.0,0.0,0.48372969031333923
0.0,0.0,0.56570965051651
0.0,0.0,0.5078235864639282
0.0,0.0,0.4256628453731537
0.0,1.0,0.9225270748138428
1.821831989445342e-231,1.0,0.9999998807907104
0.0,0.0,0.3814440369606018
0.0,0.0,0.48999202251434326
0.0,0.0,0.22861091792583466
0.0,0.0,0.5583289265632629
0.0,0.0,0.5069634914398193
1.821831989445342e-231,1.0,1.000000238418579
1.384292958842266e-231,0.4,0.5129498839378357
1.384292958842266e-231,0.4,0.4876258373260498
1.384292958842266e-231,0.4,0.47642767429351807
0.0,0.0,0.368403822183609
0.0,0.0,0.21270158886909485
0.0,0.0,0.3453553020954132
0.0,0.0,0.1365392655134201
0.0,0.0,0.23893232643604279
0.0,0.0,0.19509023427963257
0.0,0.0,0.3257402181625366
1.821831989445342e-231,1.0,1.0000001192092896
0.0,0.0,0.19862698018550873
1.5319719891192393e-231,0.5,0.42524442076683044
0.0,0.0,0.2277773767709732
1.384292958842266e-231,0.4,0.38943812251091003
0.0,0.0,0.24688220024108887
0.0,0.0,0.22096489369869232
0.0,0.0,0.17840467393398285
0.0,0.0,0.3405883014202118
0.0,0.0,0.5102367401123047
0.0,0.0,0.22751879692077637
0.0,0.0,0.34278035163879395
0.0,0.0,0.5988478660583496
0.0,0.0,0.3889702260494232
1.821831989445342e-231,1.0,1.0000001192092896
0.0,0.0,0.22739852964878082
0.0,0.0,0.496165007352829
0.0,0.0,0.6224787831306458
0.0,0.0,0.4464111626148224
0.0,0.0,0.21120786666870117
0.0,0.0,0.42362359166145325
0.0,0.0,0.15938922762870789
0.0,0.0,0.28817641735076904
0.0,0.0,0.16462039947509766
0.0,0.0,0.20703913271427155
0.0,0.6666666666666666,0.8239684700965881
1.821831989445342e-231,1.0,1.0
1.5319719891192393e-231,0.6666666666666666,0.7453286647796631
0.0,0.0,0.4042208790779114
0.0,0.0,0.5027424693107605
0.0,0.0,0.26070964336395264
0.0,0.0,0.2642568051815033
0.0,0.0,0.5816342830657959
0.0,0.0,0.791841447353363
0.0,0.0,0.494760125875473
0.0,0.0,0.2207186073064804
0.0,0.0,0.5820668339729309
0.0,0.0,0.40616437792778015
0.0,0.0,0.12410201877355576
0.0,0.0,0.21156124770641327
0.0,0.0,0.2867269814014435
1.821831989445342e-231,1.0,0.9999999403953552
0.0,0.0,0.19432809948921204
0.0,0.0,0.25992369651794434
0.0,0.0,0.19713257253170013
0.0,0.0,0.12511295080184937
0.0,0.0,0.17558088898658752
0.0,0.0,0.31010758876800537
0.0,0.0,0.2826032340526581
0.0,0.0,0.19547215104103088
0.0,0.0,0.32451990246772766
0.0,0.0,0.3336421847343445
0.0,0.0,0.19167274236679077
0.0,0.0,0.29986298084259033
0.0,0.0,0.2703998386859894
0.0,0.0,0.30723831057548523
0.0,0.0,0.23192673921585083
0.0,0.0,0.4534100592136383
0.0,0.0,0.1792905181646347
0.0,0.0,0.42360299825668335
0.0,0.0,0.2863772213459015
0.0,0.0,0.3554113209247589
0.0,0.0,0.5769203901290894
0.0,0.0,0.4777870178222656
0.0,0.0,0.5621516704559326
0.0,0.0,0.3750474154949188
1.821831989445342e-231,1.0,0.9999998211860657
0.0,0.0,0.8310325741767883
0.0,0.0,0.4080865979194641
0.0,0.0,0.1536087542772293
0.0,0.0,0.2968968152999878
0.0,0.0,0.26721662282943726
0.0,0.0,0.21113698184490204
0.0,0.0,0.1561024934053421
0.0,0.0,0.14009375870227814
0.0,0.0,0.16076011955738068
0.0,0.0,0.1622501164674759
0.0,0.0,0.4618445336818695
0.0,0.0,0.08701834082603455
0.0,0.0,0.25703752040863037
0.0,0.0,0.2903731167316437
0.0,0.0,0.19064795970916748
0.0,0.0,0.21497999131679535
0.0,0.0,0.3746160864830017
0.0,0.0,0.21057799458503723
0.0,0.0,0.4380614161491394
0.0,0.0,0.48276352882385254
0.0,0.0,0.4892843961715698
0.0,0.0,0.23609817028045654
0.0,0.0,0.44521504640579224
0.0,0.0,0.42073267698287964
0.0,0.0,0.2521933615207672
0.0,0.0,0.18520905077457428
0.0,0.0,0.22048307955265045
0.0,0.0,0.16003449261188507
1.133422688662942e-154,0.6666666666666666,0.626559853553772
0.0,0.0,0.24194766581058502
1.2183324802375697e-231,0.25,0.46263933181762695
0.0,0.0,0.08803930878639221
0.0,0.0,0.17890530824661255
0.0,0.0,0.2662537693977356
0.0,0.0,0.3688359558582306
1.5319719891192393e-231,0.6666666666666666,0.6859415173530579
0.0,0.0,0.33728399872779846
0.0,0.0,0.3359605669975281
0.0,0.0,0.34398168325424194
0.0,0.0,0.1411377340555191
1.646211035903463e-231,0.3333333333333333,0.8013694286346436
1.646211035903463e-231,0.3333333333333333,0.6184465885162354
9.283142785759642e-155,0.5,0.9043309688568115
0.0,0.0,0.3866715133190155
0.0,0.0,0.18245944380760193
0.0,0.0,0.31129151582717896
0.0,0.0,0.2812208831310272
1.5319719891192393e-231,0.5,0.5761671662330627
1.5319719891192393e-231,0.5,0.4543246626853943
0.0,0.0,0.23851366341114044
0.0,0.0,0.4188501238822937
0.0,0.0,0.3406870663166046
0.0,0.0,0.5602589249610901
0.0,0.0,0.16183017194271088
0.0,0.0,0.3637707531452179
0.0,0.0,0.44117558002471924
0.0,0.0,0.49927231669425964
0.0,1.0,0.9999995231628418
0.0,0.0,0.2837373614311218
0.0,0.5,0.7356385588645935
0.0,0.0,0.24518011510372162
0.0,0.0,0.22123315930366516
0.0,0.0,0.20837520062923431
0.0,0.0,0.3455546498298645
0.0,0.0,0.2328687608242035
0.0,0.0,0.34489721059799194
0.0,0.0,0.10855214297771454
1.5319719891192393e-231,0.5,0.7806543707847595
0.0,0.0,0.256182461977005
0.0,0.0,0.3682252764701843
0.0,0.0,0.1905032843351364
0.0,0.0,0.27948951721191406
0.0,0.0,0.08434202522039413
0.0,0.0,0.31861329078674316
0.0,0.0,0.4439166486263275
0.0,0.0,0.15970928966999054
1.5319719891192393e-231,0.5,0.43983614444732666
0.0,0.0,0.19099964201450348
0.0,0.0,0.22413888573646545
0.0,0.0,0.3520181179046631
1.821831989445342e-231,1.0,0.9999998807907104
1.821831989445342e-231,1.0,1.0
0.0,0.0,0.14939755201339722
0.0,0.0,0.20156238973140717
0.0,0.0,0.2543751299381256
0.0,0.0,0.32115358114242554
0.0,0.0,0.267062783241272
0.0,0.0,0.26933398842811584
0.0,0.0,0.3427070379257202
0.0,0.0,0.5074948072433472
0.0,0.0,0.30450716614723206
1.491668146240062e-154,1.0,1.0000001192092896
1.5319719891192393e-231,0.5,0.6718062162399292
1.5319719891192393e-231,0.5,0.6895551085472107
0.0,0.0,0.39691978693008423
0.0,0.0,0.37071964144706726
0.0,0.0,0.350368857383728
1.5319719891192393e-231,0.5,0.5358579754829407
1.5319719891192393e-231,0.5,0.5929924845695496
1.5319719891192393e-231,0.5,0.5748658776283264
0.0,0.0,0.1510302573442459
0.0,0.0,0.1916833370923996
0.0,0.0,0.43562084436416626
0.0,0.0,0.31607672572135925
0.0,0.0,0.320344477891922
0.0,0.0,0.15348142385482788
0.0,0.0,0.028986811637878418
0.0,0.0,0.41323935985565186
0.0,0.0,0.12193258106708527
0.0,0.0,0.3442250192165375
0.0,0.0,0.30730393528938293
0.0,0.0,0.28695255517959595
0.0,0.0,0.24077658355236053
0.0,0.0,0.22161677479743958
0.0,0.0,0.33516913652420044
0.0,0.0,0.7387315630912781
0.0,0.0,0.5486307740211487
0.0,0.0,0.6883119344711304
1.384292958842266e-231,0.3333333333333333,0.33436354994773865
1.133422688662942e-154,0.6666666666666666,0.7455368638038635
1.133422688662942e-154,0.6666666666666666,0.6630804538726807
0.0,0.0,0.37425071001052856
0.0,0.0,0.5432819128036499
0.0,0.0,0.19786611199378967
1.5319719891192393e-231,0.5,0.5958540439605713
1.5319719891192393e-231,0.5,0.5682777166366577
1.5319719891192393e-231,0.5,0.52437824010849
0.0,0.0,0.32892173528671265
0.0,0.0,0.4127049148082733
0.0,0.0,0.3272828161716461
0.0,0.0,0.4553162157535553
0.0,0.0,0.38993075489997864
0.0,0.0,0.07646948844194412
0.0,0.0,0.19489885866641998
0.0,0.0,0.1455988734960556
0.0,0.0,0.0888042077422142
0.0,0.0,0.2908347249031067
0.0,0.0,0.3040968179702759
0.0,0.0,0.13060660660266876
1.5319719891192393e-231,0.5,0.5838818550109863
1.5319719891192393e-231,0.5,0.5898798108100891
0.0,0.0,0.1867409646511078
0.0,0.0,0.28876006603240967
0.0,0.0,0.3335540294647217
0.0,0.0,0.28718364238739014
1.5319719891192393e-231,0.5,0.48999059200286865
1.5319719891192393e-231,0.5,0.49589863419532776
1.5319719891192393e-231,0.5,0.45009708404541016
0.0,0.0,0.29712557792663574
0.0,0.0,0.14748337864875793
0.0,0.0,0.0838138535618782
1.5319719891192393e-231,0.5,0.5673024654388428
1.5319719891192393e-231,0.5,0.7226941585540771
1.5319719891192393e-231,0.5,0.6929652094841003
0.0,0.0,0.353728324174881
1.5319719891192393e-231,0.5,0.3334842324256897
1.5319719891192393e-231,0.5,0.5025517344474792
1.5319719891192393e-231,0.5,0.7211678624153137
1.5319719891192393e-231,0.5,0.6901062726974487
1.5319719891192393e-231,0.5,0.7566121816635132
0.0,0.0,0.09563922137022018
0.0,0.0,0.24240313470363617
0.0,0.0,0.28197383880615234
0.0,0.0,0.45469987392425537
0.0,0.0,0.3546629846096039
0.0,0.0,0.4147052764892578
0.0,0.5,0.45247456431388855
