question,source,accuracy,difficulty,distractor_effectiveness
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",ref,0,0.28,"{'blood vessels': 5, 'cardiovascular system': 6, 'immune system': 7, 'respiratory system': 7}"
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",sys,0,0.16,"{'age': 10, 'brain': 5, 'heart': 6, 'immune system': 4}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",ref,1,0.44,"{'calcium': 7, 'hydrogen': 6, 'nitrogen': 11, 'potasium': 1}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",sys,0,0.32,"{'carbon': 7, 'nitrogen': 8, 'oxygen': 10}"
Most insects reproduce quickly and through what type of reproduction?,ref,0,0.24,"{'asexual reproduction': 5, 'photosynthesis': 10, 'sexual reproduction': 6, 'spores': 4}"
Most insects reproduce quickly and through what type of reproduction?,sys,1,0.48,"{'asexual reproduction': 6, 'sexual reproduction': 12, 'spore reproduction': 4, 'vulation': 3}"
Digestion of proteins begins with acids in what organ?,ref,0,0.24,"{'brain': 5, 'colon': 7, 'liver': 7, 'stomach': 6}"
Digestion of proteins begins with acids in what organ?,sys,0,0.2,"{'amino acids': 6, 'enzymes': 7, 'hormones': 7, 'stomach': 5}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",ref,0,0.16,"{'circulation': 7, 'digestion': 4, 'gender determination': 4, 'respiration': 10}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",sys,1,0.28,"{'gender determination': 7, 'heteromorphic': 4, 'heterophytic': 7, 'heterozygous': 7}"
What is the most abundant metal of the earth's crust?,ref,0,0.2,"{'aluminum': 5, 'calcium': 10, 'copper': 4, 'magnetite': 6}"
What is the most abundant metal of the earth's crust?,sys,0,0.28,"{'aluminum': 7, 'copper': 8, 'iron': 6, 'silver': 4}"
What is the term for the total kinetic energy of moving particles of matter?,ref,1,0.44,"{""Newton's energy"": 2, 'heavy energy': 5, 'mechanical energy': 7, 'thermal energy': 11}"
What is the term for the total kinetic energy of moving particles of matter?,sys,0,0.2,"{'kinetic energy': 10, 'thermal energy': 5, 'thermal resistance': 10}"
What part of the eye allows light to enter?,ref,0,0.32,"{'eyelid': 10, 'iris': 2, 'pupil': 8, 'retina': 5}"
What part of the eye allows light to enter?,sys,1,0.68,"{'cornea': 4, 'lens': 4, 'pupil': 17}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",ref,0,0.28,"{'do-or-die': 7, 'fainting': 3, 'fight-or-flight': 7, 'sink-or-swim': 8}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",sys,0,0.16,"{'fatigue': 8, 'fight-or-flight': 4, 'stress': 13}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",ref,0,0.32,"{'lipids system': 2, 'vasculature system': 9, 'ventrical system': 6, 'vestibular system': 8}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",sys,0,0.16,"{'auditory cortex': 10, 'olfactory cortex': 5, 'vestibular system': 4, 'visual cortex': 6}"
In what type of animals may a body cavity be present or absent?,ref,0,0.12,"{'bicellular': 6, 'nonvascular': 10, 'triploblastic': 3, 'vertebrate': 6}"
In what type of animals may a body cavity be present or absent?,sys,0,0.2,"{'monogamous': 7, 'monolithic': 8, 'monotonous': 5, 'triploblastic': 5}"
Chemical reactions involve a transfer of heat energy. measured in what?,ref,0,0.24,"{'amperes': 6, 'amps': 9, 'joules': 6, 'thermals': 4}"
Chemical reactions involve a transfer of heat energy. measured in what?,sys,0,0.24,"{'joules': 6, 'kilo': 6, 'kilo-hours': 4, 'kilowatt-hours': 9}"
Trees and shrubs are example of what type of plant?,ref,0,0.28,"{'annuals': 10, 'biennial': 4, 'grasses': 4, 'perennials': 7}"
Trees and shrubs are example of what type of plant?,sys,1,0.32,"{'carnivorous': 7, 'coniferous': 6, 'deciduous': 4, 'perennials': 8}"
"The products of what process are needed for cellular respiration, and vice versa?",ref,0,0.16,"{'circulation': 8, 'digestion': 7, 'photosynthesis': 4, 'spermatogenesis': 6}"
"The products of what process are needed for cellular respiration, and vice versa?",sys,0,0.24,"{'carbon dioxide': 6, 'nitrogen': 5, 'oxygen': 8, 'photosynthesis': 6}"
Most fungi get organic compounds from what?,ref,0,0.28,"{'carnivorous organisms': 8, 'dead organisms': 7, 'inorganic material': 3, 'living organisms': 7}"
Most fungi get organic compounds from what?,sys,0,0.24,"{'air': 5, 'dead organisms': 6, 'organic compounds': 11, 'water': 3}"
How do very massive stars end their lives?,ref,0,0.32,"{'become red supergiants': 8, 'become super novas': 8, 'consumed by black hole': 5, 'explode': 4}"
How do very massive stars end their lives?,sys,1,0.68,"{'become red supergiants': 17, 'helium': 8}"
Pairs of nitrogenous bases are attached to each other by?,ref,1,0.44,"{'hydrogen bonds': 11, 'ionic bonds': 6, 'magnetism': 4, 'potassium bonds': 4}"
Pairs of nitrogenous bases are attached to each other by?,sys,1,1.0,{'hydrogen bonds': 25}
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,ref,0,0.16,"{'enamel': 8, 'plaque': 4, 'red blood cells': 5, 'white blood cells': 8}"
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,sys,1,0.48,"{""'bone'"": 8, ""'brain'"": 2, ""'heart'"": 3, 'plaque': 12}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,ref,0,0.12,"{'calcium ions': 8, 'combustion ions': 5, 'hydroxide ions': 3, 'monoxide ions': 9}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,sys,0,0.2,"{'hydrogen ions': 5, 'hydroxide ions': 5, 'nitrogen ions': 6, 'oxygen ions': 9}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,ref,0,0.24,"{'currents': 3, 'resistances': 11, 'voltages': 6, 'weights': 5}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,sys,1,0.4,"{'negative': 8, 'positive': 7, 'voltages': 10}"
Organisms that live deep in the ocean must be able to withstand what?,ref,1,0.44,"{'extreme water pressure': 11, 'significant water pressure': 4, 'the sun': 3, 'tsunamis': 7}"
Organisms that live deep in the ocean must be able to withstand what?,sys,1,0.44,"{'extreme water pressure': 11, 'high pressure': 2, 'high pressure and high temperature': 7, 'high temperature': 5}"
Which system are the brain and spinal cord apart of?,ref,0,0.28,"{'central nervous system': 7, 'cerebral cortex': 6, 'large nervous system': 7, 'limbic system': 5}"
Which system are the brain and spinal cord apart of?,sys,1,0.36,"{'central nervous system': 9, 'circulatory system': 3, 'nervous system': 8, 'respiratory system': 5}"
What are biochemical catalysts that speed up biochemical reactions?,ref,0,0.2,"{'enzymes': 5, 'inhibitor': 3, 'metabolites': 6, 'polymers': 11}"
What are biochemical catalysts that speed up biochemical reactions?,sys,0,0.36,"{'enzymes': 9, 'hormones': 7, 'proteins': 9}"
What process can cause harmful alleles to become fixed?,ref,0,0.12,"{'genetic drift': 3, 'migration': 2, 'mutation': 8, 'natural selection': 12}"
What process can cause harmful alleles to become fixed?,sys,0,0.44,"{'genetic drift': 11, 'mutation': 14}"
What record shows that dinosaurs originated 200-250 million years ago?,ref,1,0.28,"{'ancient record': 6, 'biological record': 7, 'fossil record': 7, 'species record': 5}"
What record shows that dinosaurs originated 200-250 million years ago?,sys,1,0.44,"{'fossil record': 11, 'fossilized': 7, 'fossilized fossil': 7}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",ref,1,0.44,"{'analytical balance': 11, 'scale': 3, 'speedometer': 8, 'thermometer': 3}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",sys,0,0.24,"{'analytical balance': 6, 'magnetic balance': 7, 'thermal balance': 4, 'ultrasonic balance': 8}"
What is the purpose of bright colors on a flower's petals?,ref,1,0.36,"{'to absorb light': 4, 'to attract a mate': 6, 'to attract pollinators': 9, 'to distract predators': 6}"
What is the purpose of bright colors on a flower's petals?,sys,0,0.28,"{'attract': 8, 'pollination': 7, 'reproduction': 3, 'to attract pollinators': 7}"
Collateral ganglia controls organs in which cavity in the body?,ref,0,0.28,"{'abdominal': 7, 'cardiac': 10, 'cranial': 4, 'pelvic': 4}"
Collateral ganglia controls organs in which cavity in the body?,sys,0,0.28,"{'abdominal': 7, 'pelvic': 7, 'thoracic': 11}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,ref,0,0.28,"{'enemies': 3, 'food': 7, 'honey': 10, 'water': 5}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,sys,1,0.36,"{'food': 9, 'honey': 4, 'pollen': 6, 'water': 6}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",ref,0,0.28,"{'cones and tubes': 6, 'holes and cones': 8, 'rods and cones': 7, 'tubes and rods': 4}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",sys,1,0.36,"{'cones and cones': 8, 'ones': 8, 'rods and cones': 9}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",ref,0,0.24,"{'abiotic factors': 6, 'conditional factors': 6, 'diverse factors': 9, 'nucleic factors': 4}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",sys,0,0.24,"{'abiotic factors': 6, 'otosynthesis': 7, 'soil': 7, 'water': 5}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,ref,1,0.4,"{'analogous': 2, 'enantiomers': 10, 'misnomers': 5, 'nanoparticles': 8}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,sys,0,0.16,"{'antacid': 3, 'antifreeze': 6, 'antihistamine': 12, 'enantiomers': 4}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",ref,0,0.28,"{'deserts activity': 13, 'mineral activity': 3, 'oceanic activity': 2, 'volcanic activity': 7}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",sys,1,0.48,"{'volcanic activity': 12, 'volcanic eruption': 5, 'volcanic formation': 8}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,ref,0,0.2,"{'ENDOCRINE SYSTEM': 6, 'IRCULATORY SYSTEM': 7, 'MUSCULAR SYSTEM': 7, 'central nervous': 5}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,sys,1,0.4,"{'central nervous': 10, 'nervous': 4, 'peripheral': 5, 'peripheral nervous': 6}"
Which kind of muscle regulates air flow in lungs?,ref,0,0.24,"{'alveoli': 5, 'smooth': 6, 'striated': 8, 'vascular': 6}"
Which kind of muscle regulates air flow in lungs?,sys,0,0.2,"{'muscle': 7, 'muscle fibers': 13, 'smooth': 5}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,ref,1,0.28,"{'omega bonds': 5, 'pi bonds': 7, 'sigma bonds': 7, 'theta bonds': 6}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,sys,1,0.6,"{'alpha bonds': 10, 'pi bonds': 15}"
On what day of the cycle does ovulation usually occur?,ref,0,0.12,"{'14th': 3, '17th': 8, '1st': 6, '7th': 8}"
On what day of the cycle does ovulation usually occur?,sys,1,0.36,"{'14th': 9, '15th': 7, '16th': 7, '17th': 2}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",ref,0,0.24,"{'arthropod': 6, 'invertebrate': 6, 'nematode': 7, 'vertebrate': 6}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",sys,0,0.16,"{'invertebrate': 4, 'mammal': 10, 'reptile': 4, 'vertebrate': 7}"
What is another name for the vertebral column?,ref,0,0.16,"{'backbone': 4, 'brain stem': 7, 'nerve column': 10, 'pillar': 4}"
What is another name for the vertebral column?,sys,1,0.56,"{'backbone': 14, 'vertebrae': 11}"
The temperature at which a substance melts is called its what point?,ref,1,0.32,"{'boiling': 7, 'change': 6, 'freezing': 4, 'melting': 8}"
The temperature at which a substance melts is called its what point?,sys,0,0.2,"{'boiling': 10, 'freezing': 10, 'melting': 5}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",ref,0,0.24,"{'digestive': 5, 'ovarian': 6, 'secretion': 8, 'uterian': 6}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",sys,1,0.6,"{'follicular': 10, 'ovarian': 15}"
Humans are among the most versatile of mammals with what type of diet?,ref,0,0.2,"{'carnivore': 9, 'herbivore': 2, 'omnivore': 5, 'vegetarian': 9}"
Humans are among the most versatile of mammals with what type of diet?,sys,0,0.2,"{'carnivore': 14, 'herbivore': 6, 'omnivore': 5}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,ref,0,0.36,"{'electrolysis': 7, 'osmosis': 9, 'permeability': 9}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,sys,0,0.28,"{'negative pressure': 12, 'negative temperature': 6, 'osmosis': 7}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",ref,0,0.16,"{'change': 5, 'gravity': 9, 'interference': 7, 'motion': 4}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",sys,0,0.28,"{'city': 4, 'gravity': 9, 'momentum': 5, 'motion': 7}"
What is the physical transformation of an insect moving through stages of life?,ref,0,0.24,"{'Growth and Development': 9, 'Transition': 5, 'metamorphosis': 6, 'parthenogenesis': 5}"
What is the physical transformation of an insect moving through stages of life?,sys,1,0.6,"{'etamorphosis': 10, 'metamorphosis': 15}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",ref,1,0.36,"{'a economical one': 3, 'a lateral one': 7, 'a neutral one': 9, 'a thermodynamic one': 6}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",sys,1,0.64,"{'a neutral one': 16, 'acidic': 9}"
What are fast moving rivers of air that are going in opposite directions called?,ref,0,0.2,"{'air streams': 5, 'burst streams': 5, 'cause streams': 10, 'jet streams': 5}"
What are fast moving rivers of air that are going in opposite directions called?,sys,0,0.16,"{'atmospheric currents': 7, 'jet streams': 4, 'ocean currents': 8, 'wind streams': 6}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",ref,0,0.24,"{'bladder': 5, 'kidneys': 6, 'liver': 7, 'lungs': 7}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",sys,0,0.12,"{'heart': 6, 'kidneys': 3, 'liver': 8, 'lungs': 8}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",ref,0,0.28,"{'birth cycles': 7, 'gene pools': 1, 'life cycles': 7, 'mutations': 10}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",sys,0,0.32,"{'life cycles': 8, 'pollen': 4, 'seeds': 4, 'spores': 9}"
The electrode at which oxidation occurs is called?,ref,0,0.28,"{'calomel': 3, 'cathode': 8, 'diode': 7, 'the anode': 7}"
The electrode at which oxidation occurs is called?,sys,0,0.24,"{'negative charge': 7, 'negative electrode': 7, 'negative ion': 5, 'the anode': 6}"
There are about 6200 known species of what?,ref,0,0.16,"{'amphibians': 4, 'mammals': 8, 'primates': 9, 'reptiles': 4}"
There are about 6200 known species of what?,sys,1,0.32,"{""'birds"": 3, 'amphibians': 8, 'mammals': 7, ""reptiles' 'fish"": 7}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,ref,0,0.28,"{'cornea': 5, 'iris': 6, 'pupil': 7, 'retina': 7}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,sys,0,0.28,"{'cornea': 6, 'iris': 5, 'retina': 7, 'upil': 7}"
What is required to move or change matter from one state to another?,ref,0,0.32,"{'energy': 8, 'evolution': 5, 'food': 4, 'gravity': 8}"
What is required to move or change matter from one state to another?,sys,0,0.2,"{'carbon': 4, 'energy': 5, 'nitrogen': 6, 'oxygen': 10}"
A food web can be broken up into what further subdivision that usually has a few links in it?,ref,1,0.4,"{'food chain': 10, 'food pyramid': 4, 'oxygen chain': 5, 'water chain': 6}"
A food web can be broken up into what further subdivision that usually has a few links in it?,sys,0,0.16,"{'ecosystem': 9, 'food chain': 4, 'population': 7, 'species': 5}"
What living species of bird is considered the  largest of the raptors?,ref,0,0.24,"{'California condor': 5, 'golden eagles': 6, 'peregrine falcon': 7, 'pteradactyl': 7}"
What living species of bird is considered the  largest of the raptors?,sys,0,0.44,"{'golden eagles': 11, 'peregrine falcon': 14}"
What contains positive protons and neutral neutrons?,ref,0,0.2,"{'electrons': 6, 'epidermis': 4, 'ions': 10, 'nucleus': 5}"
What contains positive protons and neutral neutrons?,sys,1,1.0,{'nucleus': 25}
"Horny ridges on the jaws serve the same function as what, for turtles?",ref,1,0.32,"{'hairs': 6, 'skin': 4, 'taste buds': 7, 'teeth': 8}"
"Horny ridges on the jaws serve the same function as what, for turtles?",sys,1,0.4,"{'sharp ridges': 8, 'sharp teeth': 7, 'teeth': 10}"
Natural gas is the predominately made up of?,ref,0,0.24,"{'carbon': 6, 'hydrogen': 7, 'methane': 6, 'sulfur': 6}"
Natural gas is the predominately made up of?,sys,1,0.28,"{'carbon dioxide': 6, 'helium': 5, 'hydrogen': 7, 'methane': 7}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",ref,0,0.24,"{'ears': 4, 'kidneys': 6, 'lungs': 10, 'tongue': 5}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",sys,0,0.2,"{'heart': 6, 'kidneys': 5, 'liver': 6, 'lungs': 8}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,ref,0,0.12,"{'one joule': 6, 'one mole': 3, 'one ohm': 6, 'one quark': 10}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,sys,0,0.28,"{'one atom': 4, 'one gram': 6, 'one mole': 7, 'one molecule': 8}"
What involves sensing and focusing light from people and objects?,ref,0,0.2,"{'echolocation': 4, 'projection': 4, 'sensory perception': 12, 'vision': 5}"
What involves sensing and focusing light from people and objects?,sys,1,0.48,"{""'sight'"": 5, ""'sight''sight'"": 8, 'vision': 12}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",ref,1,0.36,"{'a marsupial': 9, 'bat': 3, 'carnivore': 6, 'rodent': 7}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",sys,1,0.44,"{'a marsupial': 11, 'carnivores': 3, 'carnivorous': 11}"
What are fungi which feed on living cells called?,ref,0,0.2,"{'parasitic': 5, 'predatory': 7, 'static': 5, 'symbiotic': 8}"
What are fungi which feed on living cells called?,sys,0,0.08,"{'bacteria': 11, 'parasitic': 2, 'spores': 7, 'viruses': 5}"
What rock group offers the richest source of fossils?,ref,1,0.32,"{'geode': 4, 'igneous': 7, 'metamorphic': 6, 'sedimentary': 8}"
What rock group offers the richest source of fossils?,sys,1,0.4,"{'granite': 8, 'limestone': 7, 'sedimentary': 10}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,ref,0,0.28,"{'Permable': 8, 'mirrors': 6, 'nutrients': 4, 'osmosis': 7}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,sys,0,0.28,"{'carbon dioxide': 3, 'nitrogen': 8, 'osmosis': 7, 'oxygen': 7}"
Isotopes are named for their number of protons plus what?,ref,0,0.24,"{'electrons': 6, 'isomers': 6, 'neutrons': 6, 'nuclei': 7}"
Isotopes are named for their number of protons plus what?,sys,1,0.32,"{'hydrogen': 5, 'neutrons': 8, 'nitrogen': 6, 'oxygen': 6}"
Movements in the mantle cause the plates to move over time in a process called what?,ref,0,0.08,"{'boundary drift': 5, 'continental drift': 2, 'continental expansion': 10, 'continental shift': 8}"
Movements in the mantle cause the plates to move over time in a process called what?,sys,1,0.44,"{""'continental drift'"": 6, ""'geological drift'"": 2, ""'seismic drift'"": 6, 'continental drift': 11}"
"In phyisics, what is considered to be the rotational version of force?",ref,0,0.28,"{'energy': 9, 'pressure': 6, 'torque': 7, 'work': 3}"
"In phyisics, what is considered to be the rotational version of force?",sys,0,0.24,"{'friction': 5, 'gravity': 7, 'spin': 7, 'torque': 6}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,ref,0,0.24,"{'cords': 5, 'fibers': 5, 'tendons': 6, 'veins': 9}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,sys,1,0.28,"{'collagen': 6, 'fibroblasts': 5, 'keratin': 7, 'tendons': 7}"
What is the ability to see called?,ref,1,0.32,"{'hearing': 4, 'smell': 7, 'thought': 6, 'vision': 8}"
What is the ability to see called?,sys,1,0.32,"{'olor': 6, 'smell': 7, 'sound': 4, 'vision': 8}"
