question,source,accuracy,difficulty,distractor_effectiveness
What happens when mammals raise their hair with tiny muscles in the skin?,ref,0,0.2,"{'balding': 2, 'bleeding': 2, 'bruising': 0, 'goosebumps': 1}"
What happens when mammals raise their hair with tiny muscles in the skin?,sys,1,0.8,"{'blood': 0, 'goosebumps': 4, 'hair': 1, 'skin': 0}"
What are people with osteoporosis at increased risk of?,ref,0,0.2,"{'bone fractures': 1, 'epilepsy': 2, 'growth spurt': 1, 'senility': 1}"
What are people with osteoporosis at increased risk of?,sys,0,0.2,"{'bone fractures': 1, 'cancer': 1, 'diabetes': 1, 'heart attack': 2}"
Where is energy stored in a chemical substance?,ref,0,0.0,"{'between atoms': 0, 'in molecules': 0, 'inside atoms': 3, 'on the surface': 2}"
Where is energy stored in a chemical substance?,sys,0,0.0,"{'atoms': 2, 'between atoms': 0, 'electrons': 0, 'molecules': 3}"
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",ref,1,0.6,"{'blood vessels': 0, 'cardiovascular system': 0, 'immune system': 3, 'respiratory system': 2}"
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",sys,0,0.2,"{'age': 1, 'brain': 2, 'heart': 1, 'immune system': 1}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",ref,0,0.2,"{'calcium': 1, 'hydrogen': 2, 'nitrogen': 1, 'potasium': 1}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",sys,0,0.4,"{'carbon': 3, 'nitrogen': 2, 'oxygen': 0}"
Most insects reproduce quickly and through what type of reproduction?,ref,0,0.2,"{'asexual reproduction': 1, 'photosynthesis': 2, 'sexual reproduction': 1, 'spores': 1}"
Most insects reproduce quickly and through what type of reproduction?,sys,0,0.2,"{'asexual reproduction': 2, 'sexual reproduction': 1, 'spore reproduction': 0, 'vulation': 2}"
Digestion of proteins begins with acids in what organ?,ref,0,0.4,"{'brain': 1, 'colon': 2, 'liver': 0, 'stomach': 2}"
Digestion of proteins begins with acids in what organ?,sys,1,0.4,"{'amino acids': 2, 'enzymes': 0, 'hormones': 1, 'stomach': 2}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",ref,0,0.2,"{'circulation': 2, 'digestion': 1, 'gender determination': 1, 'respiration': 1}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",sys,0,0.0,"{'gender determination': 0, 'heteromorphic': 1, 'heterophytic': 3, 'heterozygous': 1}"
What is the most abundant metal of the earth's crust?,ref,0,0.2,"{'aluminum': 1, 'calcium': 3, 'copper': 0, 'magnetite': 1}"
What is the most abundant metal of the earth's crust?,sys,0,0.0,"{'aluminum': 0, 'copper': 3, 'iron': 2, 'silver': 0}"
What is the term for the total kinetic energy of moving particles of matter?,ref,0,0.2,"{""Newton's energy"": 2, 'heavy energy': 1, 'mechanical energy': 1, 'thermal energy': 1}"
What is the term for the total kinetic energy of moving particles of matter?,sys,0,0.0,"{'kinetic energy': 2, 'thermal energy': 0, 'thermal resistance': 3}"
What part of the eye allows light to enter?,ref,1,0.6,"{'eyelid': 0, 'iris': 1, 'pupil': 3, 'retina': 1}"
What part of the eye allows light to enter?,sys,1,0.8,"{'cornea': 0, 'lens': 1, 'pupil': 4}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",ref,1,0.6,"{'do-or-die': 1, 'fainting': 0, 'fight-or-flight': 3, 'sink-or-swim': 1}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",sys,0,0.2,"{'fatigue': 2, 'fight-or-flight': 1, 'stress': 2}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",ref,0,0.2,"{'lipids system': 1, 'vasculature system': 2, 'ventrical system': 1, 'vestibular system': 1}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",sys,0,0.2,"{'auditory cortex': 1, 'olfactory cortex': 2, 'vestibular system': 1, 'visual cortex': 1}"
In what type of animals may a body cavity be present or absent?,ref,1,0.4,"{'bicellular': 2, 'nonvascular': 0, 'triploblastic': 2, 'vertebrate': 1}"
In what type of animals may a body cavity be present or absent?,sys,1,0.4,"{'monogamous': 1, 'monolithic': 2, 'monotonous': 0, 'triploblastic': 2}"
Chemical reactions involve a transfer of heat energy. measured in what?,ref,0,0.0,"{'amperes': 1, 'amps': 1, 'joules': 0, 'thermals': 3}"
Chemical reactions involve a transfer of heat energy. measured in what?,sys,0,0.0,"{'joules': 0, 'kilo': 5, 'kilo-hours': 0, 'kilowatt-hours': 0}"
Trees and shrubs are example of what type of plant?,ref,0,0.4,"{'annuals': 1, 'biennial': 2, 'grasses': 0, 'perennials': 2}"
Trees and shrubs are example of what type of plant?,sys,1,0.6,"{'carnivorous': 1, 'coniferous': 0, 'deciduous': 1, 'perennials': 3}"
"The products of what process are needed for cellular respiration, and vice versa?",ref,0,0.2,"{'circulation': 1, 'digestion': 2, 'photosynthesis': 1, 'spermatogenesis': 1}"
"The products of what process are needed for cellular respiration, and vice versa?",sys,0,0.2,"{'carbon dioxide': 3, 'nitrogen': 0, 'oxygen': 1, 'photosynthesis': 1}"
Most fungi get organic compounds from what?,ref,0,0.2,"{'carnivorous organisms': 2, 'dead organisms': 1, 'inorganic material': 1, 'living organisms': 1}"
Most fungi get organic compounds from what?,sys,0,0.4,"{'air': 1, 'dead organisms': 2, 'organic compounds': 2, 'water': 0}"
How do very massive stars end their lives?,ref,0,0.0,"{'become red supergiants': 0, 'become super novas': 2, 'consumed by black hole': 1, 'explode': 2}"
How do very massive stars end their lives?,sys,0,0.2,"{'become red supergiants': 1, 'helium': 4}"
Pairs of nitrogenous bases are attached to each other by?,ref,0,0.2,"{'hydrogen bonds': 1, 'ionic bonds': 3, 'magnetism': 0, 'potassium bonds': 1}"
Pairs of nitrogenous bases are attached to each other by?,sys,1,1.0,{'hydrogen bonds': 5}
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,ref,0,0.2,"{'enamel': 0, 'plaque': 1, 'red blood cells': 2, 'white blood cells': 2}"
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,sys,0,0.0,"{""'bone'"": 3, ""'brain'"": 1, ""'heart'"": 1, 'plaque': 0}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,ref,0,0.4,"{'calcium ions': 0, 'combustion ions': 2, 'hydroxide ions': 2, 'monoxide ions': 1}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,sys,1,0.4,"{'hydrogen ions': 1, 'hydroxide ions': 2, 'nitrogen ions': 1, 'oxygen ions': 1}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,ref,0,0.0,"{'currents': 2, 'resistances': 3, 'voltages': 0, 'weights': 0}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,sys,0,0.0,"{'negative': 4, 'positive': 1, 'voltages': 0}"
Organisms that live deep in the ocean must be able to withstand what?,ref,0,0.2,"{'extreme water pressure': 1, 'significant water pressure': 0, 'the sun': 2, 'tsunamis': 2}"
Organisms that live deep in the ocean must be able to withstand what?,sys,0,0.0,"{'extreme water pressure': 0, 'high pressure': 0, 'high pressure and high temperature': 3, 'high temperature': 2}"
Which system are the brain and spinal cord apart of?,ref,0,0.2,"{'central nervous system': 1, 'cerebral cortex': 0, 'large nervous system': 1, 'limbic system': 3}"
Which system are the brain and spinal cord apart of?,sys,0,0.2,"{'central nervous system': 1, 'circulatory system': 0, 'nervous system': 2, 'respiratory system': 2}"
What are biochemical catalysts that speed up biochemical reactions?,ref,1,0.4,"{'enzymes': 2, 'inhibitor': 1, 'metabolites': 2, 'polymers': 0}"
What are biochemical catalysts that speed up biochemical reactions?,sys,1,0.8,"{'enzymes': 4, 'hormones': 0, 'proteins': 1}"
What process can cause harmful alleles to become fixed?,ref,0,0.2,"{'genetic drift': 1, 'migration': 0, 'mutation': 2, 'natural selection': 2}"
What process can cause harmful alleles to become fixed?,sys,0,0.4,"{'genetic drift': 2, 'mutation': 3}"
What record shows that dinosaurs originated 200-250 million years ago?,ref,0,0.4,"{'ancient record': 2, 'biological record': 0, 'fossil record': 2, 'species record': 1}"
What record shows that dinosaurs originated 200-250 million years ago?,sys,0,0.4,"{'fossil record': 2, 'fossilized': 3, 'fossilized fossil': 0}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",ref,0,0.4,"{'analytical balance': 2, 'scale': 1, 'speedometer': 0, 'thermometer': 2}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",sys,0,0.4,"{'analytical balance': 2, 'magnetic balance': 3, 'thermal balance': 0, 'ultrasonic balance': 0}"
What is the purpose of bright colors on a flower's petals?,ref,0,0.2,"{'to absorb light': 1, 'to attract a mate': 0, 'to attract pollinators': 1, 'to distract predators': 3}"
What is the purpose of bright colors on a flower's petals?,sys,0,0.4,"{'attract': 1, 'pollination': 2, 'reproduction': 0, 'to attract pollinators': 2}"
Collateral ganglia controls organs in which cavity in the body?,ref,0,0.0,"{'abdominal': 0, 'cardiac': 0, 'cranial': 1, 'pelvic': 4}"
Collateral ganglia controls organs in which cavity in the body?,sys,0,0.2,"{'abdominal': 1, 'pelvic': 2, 'thoracic': 2}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,ref,0,0.4,"{'enemies': 1, 'food': 2, 'honey': 0, 'water': 2}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,sys,0,0.2,"{'food': 1, 'honey': 1, 'pollen': 2, 'water': 1}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",ref,0,0.4,"{'cones and tubes': 2, 'holes and cones': 0, 'rods and cones': 2, 'tubes and rods': 1}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",sys,1,0.6,"{'cones and cones': 1, 'ones': 1, 'rods and cones': 3}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",ref,1,0.4,"{'abiotic factors': 2, 'conditional factors': 0, 'diverse factors': 1, 'nucleic factors': 2}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",sys,0,0.2,"{'abiotic factors': 1, 'otosynthesis': 1, 'soil': 1, 'water': 2}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,ref,0,0.4,"{'analogous': 0, 'enantiomers': 2, 'misnomers': 3, 'nanoparticles': 0}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,sys,1,0.4,"{'antacid': 1, 'antifreeze': 0, 'antihistamine': 2, 'enantiomers': 2}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",ref,0,0.0,"{'deserts activity': 2, 'mineral activity': 2, 'oceanic activity': 1, 'volcanic activity': 0}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",sys,1,0.8,"{'volcanic activity': 4, 'volcanic eruption': 1, 'volcanic formation': 0}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,ref,0,0.4,"{'ENDOCRINE SYSTEM': 0, 'IRCULATORY SYSTEM': 2, 'MUSCULAR SYSTEM': 1, 'central nervous': 2}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,sys,0,0.2,"{'central nervous': 1, 'nervous': 1, 'peripheral': 1, 'peripheral nervous': 2}"
Which kind of muscle regulates air flow in lungs?,ref,0,0.2,"{'alveoli': 1, 'smooth': 1, 'striated': 2, 'vascular': 1}"
Which kind of muscle regulates air flow in lungs?,sys,0,0.2,"{'muscle': 3, 'muscle fibers': 1, 'smooth': 1}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,ref,0,0.4,"{'omega bonds': 1, 'pi bonds': 2, 'sigma bonds': 2, 'theta bonds': 0}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,sys,0,0.4,"{'alpha bonds': 3, 'pi bonds': 2}"
On what day of the cycle does ovulation usually occur?,ref,0,0.2,"{'14th': 1, '17th': 0, '1st': 3, '7th': 1}"
On what day of the cycle does ovulation usually occur?,sys,1,0.4,"{'14th': 2, '15th': 2, '16th': 0, '17th': 1}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",ref,1,0.4,"{'arthropod': 0, 'invertebrate': 2, 'nematode': 2, 'vertebrate': 1}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",sys,0,0.2,"{'invertebrate': 1, 'mammal': 4, 'reptile': 0, 'vertebrate': 0}"
What is another name for the vertebral column?,ref,0,0.2,"{'backbone': 1, 'brain stem': 2, 'nerve column': 2, 'pillar': 0}"
What is another name for the vertebral column?,sys,1,0.8,"{'backbone': 4, 'vertebrae': 1}"
The temperature at which a substance melts is called its what point?,ref,1,0.4,"{'boiling': 2, 'change': 1, 'freezing': 0, 'melting': 2}"
The temperature at which a substance melts is called its what point?,sys,0,0.2,"{'boiling': 2, 'freezing': 2, 'melting': 1}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",ref,0,0.0,"{'digestive': 1, 'ovarian': 0, 'secretion': 2, 'uterian': 2}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",sys,1,0.8,"{'follicular': 1, 'ovarian': 4}"
Humans are among the most versatile of mammals with what type of diet?,ref,0,0.0,"{'carnivore': 1, 'herbivore': 1, 'omnivore': 0, 'vegetarian': 3}"
Humans are among the most versatile of mammals with what type of diet?,sys,0,0.2,"{'carnivore': 1, 'herbivore': 3, 'omnivore': 1}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,ref,0,0.2,"{'electrolysis': 0, 'osmosis': 1, 'permeability': 4}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,sys,1,0.6,"{'negative pressure': 0, 'negative temperature': 2, 'osmosis': 3}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",ref,0,0.2,"{'change': 1, 'gravity': 2, 'interference': 1, 'motion': 1}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",sys,0,0.4,"{'city': 2, 'gravity': 1, 'momentum': 0, 'motion': 2}"
What is the physical transformation of an insect moving through stages of life?,ref,1,0.6,"{'Growth and Development': 2, 'Transition': 0, 'metamorphosis': 3, 'parthenogenesis': 0}"
What is the physical transformation of an insect moving through stages of life?,sys,0,0.4,"{'etamorphosis': 3, 'metamorphosis': 2}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",ref,0,0.4,"{'a economical one': 0, 'a lateral one': 1, 'a neutral one': 2, 'a thermodynamic one': 2}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",sys,0,0.4,"{'a neutral one': 2, 'acidic': 3}"
What are fast moving rivers of air that are going in opposite directions called?,ref,1,0.4,"{'air streams': 0, 'burst streams': 1, 'cause streams': 2, 'jet streams': 2}"
What are fast moving rivers of air that are going in opposite directions called?,sys,1,0.4,"{'atmospheric currents': 0, 'jet streams': 2, 'ocean currents': 2, 'wind streams': 1}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",ref,1,0.4,"{'bladder': 2, 'kidneys': 2, 'liver': 1, 'lungs': 0}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",sys,1,0.4,"{'heart': 2, 'kidneys': 2, 'liver': 1, 'lungs': 0}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",ref,1,0.4,"{'birth cycles': 1, 'gene pools': 1, 'life cycles': 2, 'mutations': 1}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",sys,1,0.6,"{'life cycles': 3, 'pollen': 1, 'seeds': 1, 'spores': 0}"
The electrode at which oxidation occurs is called?,ref,1,0.4,"{'calomel': 0, 'cathode': 1, 'diode': 2, 'the anode': 2}"
The electrode at which oxidation occurs is called?,sys,1,0.4,"{'negative charge': 2, 'negative electrode': 0, 'negative ion': 1, 'the anode': 2}"
There are about 6200 known species of what?,ref,0,0.2,"{'amphibians': 1, 'mammals': 1, 'primates': 2, 'reptiles': 1}"
There are about 6200 known species of what?,sys,0,0.4,"{""'birds"": 3, 'amphibians': 2, 'mammals': 0, ""reptiles' 'fish"": 0}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,ref,0,0.0,"{'cornea': 2, 'iris': 2, 'pupil': 1, 'retina': 0}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,sys,1,0.6,"{'cornea': 0, 'iris': 2, 'retina': 3, 'upil': 0}"
What is required to move or change matter from one state to another?,ref,1,0.6,"{'energy': 3, 'evolution': 1, 'food': 1, 'gravity': 0}"
What is required to move or change matter from one state to another?,sys,1,0.4,"{'carbon': 1, 'energy': 2, 'nitrogen': 0, 'oxygen': 2}"
A food web can be broken up into what further subdivision that usually has a few links in it?,ref,0,0.2,"{'food chain': 1, 'food pyramid': 1, 'oxygen chain': 2, 'water chain': 1}"
A food web can be broken up into what further subdivision that usually has a few links in it?,sys,0,0.4,"{'ecosystem': 0, 'food chain': 2, 'population': 2, 'species': 1}"
What living species of bird is considered the  largest of the raptors?,ref,1,0.6,"{'California condor': 0, 'golden eagles': 3, 'peregrine falcon': 1, 'pteradactyl': 1}"
What living species of bird is considered the  largest of the raptors?,sys,0,0.4,"{'golden eagles': 2, 'peregrine falcon': 3}"
What contains positive protons and neutral neutrons?,ref,0,0.2,"{'electrons': 2, 'epidermis': 1, 'ions': 1, 'nucleus': 1}"
What contains positive protons and neutral neutrons?,sys,1,1.0,{'nucleus': 5}
"Horny ridges on the jaws serve the same function as what, for turtles?",ref,0,0.2,"{'hairs': 1, 'skin': 1, 'taste buds': 2, 'teeth': 1}"
"Horny ridges on the jaws serve the same function as what, for turtles?",sys,0,0.2,"{'sharp ridges': 1, 'sharp teeth': 3, 'teeth': 1}"
Natural gas is the predominately made up of?,ref,0,0.2,"{'carbon': 2, 'hydrogen': 1, 'methane': 1, 'sulfur': 1}"
Natural gas is the predominately made up of?,sys,0,0.2,"{'carbon dioxide': 0, 'helium': 2, 'hydrogen': 2, 'methane': 1}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",ref,1,0.4,"{'ears': 1, 'kidneys': 2, 'lungs': 1, 'tongue': 1}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",sys,0,0.0,"{'heart': 2, 'kidneys': 0, 'liver': 2, 'lungs': 1}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,ref,0,0.2,"{'one joule': 1, 'one mole': 1, 'one ohm': 2, 'one quark': 1}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,sys,0,0.2,"{'one atom': 2, 'one gram': 0, 'one mole': 1, 'one molecule': 2}"
What involves sensing and focusing light from people and objects?,ref,1,0.4,"{'echolocation': 0, 'projection': 1, 'sensory perception': 2, 'vision': 2}"
What involves sensing and focusing light from people and objects?,sys,0,0.4,"{""'sight'"": 1, ""'sight''sight'"": 2, 'vision': 2}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",ref,0,0.2,"{'a marsupial': 1, 'bat': 1, 'carnivore': 2, 'rodent': 1}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",sys,0,0.4,"{'a marsupial': 2, 'carnivores': 2, 'carnivorous': 1}"
What are fungi which feed on living cells called?,ref,0,0.0,"{'parasitic': 0, 'predatory': 0, 'static': 3, 'symbiotic': 2}"
What are fungi which feed on living cells called?,sys,0,0.2,"{'bacteria': 3, 'parasitic': 1, 'spores': 1, 'viruses': 0}"
What rock group offers the richest source of fossils?,ref,0,0.2,"{'geode': 1, 'igneous': 0, 'metamorphic': 3, 'sedimentary': 1}"
What rock group offers the richest source of fossils?,sys,0,0.2,"{'granite': 2, 'limestone': 2, 'sedimentary': 1}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,ref,0,0.2,"{'Permable': 1, 'mirrors': 2, 'nutrients': 1, 'osmosis': 1}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,sys,0,0.2,"{'carbon dioxide': 1, 'nitrogen': 1, 'osmosis': 1, 'oxygen': 2}"
Isotopes are named for their number of protons plus what?,ref,0,0.2,"{'electrons': 1, 'isomers': 2, 'neutrons': 1, 'nuclei': 1}"
Isotopes are named for their number of protons plus what?,sys,0,0.0,"{'hydrogen': 4, 'neutrons': 0, 'nitrogen': 0, 'oxygen': 1}"
Movements in the mantle cause the plates to move over time in a process called what?,ref,0,0.2,"{'boundary drift': 1, 'continental drift': 1, 'continental expansion': 1, 'continental shift': 2}"
Movements in the mantle cause the plates to move over time in a process called what?,sys,0,0.0,"{""'continental drift'"": 2, ""'geological drift'"": 2, ""'seismic drift'"": 1, 'continental drift': 0}"
"In phyisics, what is considered to be the rotational version of force?",ref,0,0.4,"{'energy': 2, 'pressure': 0, 'torque': 2, 'work': 1}"
"In phyisics, what is considered to be the rotational version of force?",sys,0,0.2,"{'friction': 1, 'gravity': 1, 'spin': 2, 'torque': 1}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,ref,1,0.6,"{'cords': 1, 'fibers': 0, 'tendons': 3, 'veins': 1}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,sys,1,0.6,"{'collagen': 1, 'fibroblasts': 1, 'keratin': 0, 'tendons': 3}"
What is the ability to see called?,ref,1,0.4,"{'hearing': 1, 'smell': 2, 'thought': 0, 'vision': 2}"
What is the ability to see called?,sys,0,0.4,"{'olor': 0, 'smell': 2, 'sound': 1, 'vision': 2}"
