question,source,accuracy,difficulty,distractor_effectiveness
What term means the amount of water vapor in the air?,sys,0,0.0,"{'high humidity': 3, 'humidity': 0, 'low humidity': 1, 'low pressure': 1}"
Paracrine signals move by what method through the extracellular matrix?,ref,1,0.4,"{'deposition': 1, 'diffusion': 2, 'osmosis': 1, 'transfusion': 1}"
Paracrine signals move by what method through the extracellular matrix?,sys,1,1.0,{'diffusion': 5}
"Presence of a cell wall, large central vacuole, and organelles called plastids distinguish what type of cell?",ref,0,0.0,"{'animal': 1, 'heterotroph': 2, 'plant': 0, 'reproductive': 2}"
"Presence of a cell wall, large central vacuole, and organelles called plastids distinguish what type of cell?",sys,0,0.0,"{'mitochondria': 3, 'plant': 0, 'pollen': 0, 'spore': 2}"
What happens when mammals raise their hair with tiny muscles in the skin?,ref,0,0.0,"{'balding': 1, 'bleeding': 1, 'bruising': 3, 'goosebumps': 0}"
What happens when mammals raise their hair with tiny muscles in the skin?,sys,0,0.2,"{'blood': 3, 'goosebumps': 1, 'hair': 1, 'skin': 0}"
What are people with osteoporosis at increased risk of?,ref,0,0.4,"{'bone fractures': 2, 'epilepsy': 0, 'growth spurt': 1, 'senility': 2}"
What are people with osteoporosis at increased risk of?,sys,0,0.0,"{'bone fractures': 0, 'cancer': 1, 'diabetes': 4, 'heart attack': 0}"
Where is energy stored in a chemical substance?,ref,0,0.0,"{'between atoms': 0, 'in molecules': 3, 'inside atoms': 1, 'on the surface': 1}"
Where is energy stored in a chemical substance?,sys,0,0.0,"{'atoms': 1, 'between atoms': 0, 'electrons': 1, 'molecules': 3}"
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",ref,0,0.0,"{'blood vessels': 0, 'cardiovascular system': 1, 'immune system': 0, 'respiratory system': 4}"
"By the year 2050, 25 percent of the population of the united states will be 60 years of age or older. the cdc estimates that 80 percent of those 60 years and older have one or more chronic disease associated with deficiencies of this?",sys,0,0.0,"{'age': 1, 'brain': 2, 'heart': 2, 'immune system': 0}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",ref,0,0.0,"{'calcium': 1, 'hydrogen': 1, 'nitrogen': 0, 'potasium': 3}"
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",sys,0,0.0,"{'carbon': 2, 'nitrogen': 0, 'oxygen': 3}"
Most insects reproduce quickly and through what type of reproduction?,ref,1,0.6,"{'asexual reproduction': 1, 'photosynthesis': 1, 'sexual reproduction': 3, 'spores': 0}"
Most insects reproduce quickly and through what type of reproduction?,sys,0,0.2,"{'asexual reproduction': 2, 'sexual reproduction': 1, 'spore reproduction': 2, 'vulation': 0}"
Digestion of proteins begins with acids in what organ?,ref,0,0.2,"{'brain': 0, 'colon': 4, 'liver': 0, 'stomach': 1}"
Digestion of proteins begins with acids in what organ?,sys,1,0.6,"{'amino acids': 0, 'enzymes': 1, 'hormones': 1, 'stomach': 3}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",ref,1,0.4,"{'circulation': 1, 'digestion': 1, 'gender determination': 2, 'respiration': 1}"
"Many species of rotifers exhibit haplodiploidy, which is a method of what?",sys,0,0.4,"{'gender determination': 2, 'heteromorphic': 2, 'heterophytic': 1, 'heterozygous': 0}"
What is the most abundant metal of the earth's crust?,ref,0,0.2,"{'aluminum': 1, 'calcium': 1, 'copper': 0, 'magnetite': 3}"
What is the most abundant metal of the earth's crust?,sys,0,0.2,"{'aluminum': 1, 'copper': 2, 'iron': 2, 'silver': 0}"
What is the term for the total kinetic energy of moving particles of matter?,ref,1,0.6,"{""Newton's energy"": 2, 'heavy energy': 0, 'mechanical energy': 0, 'thermal energy': 3}"
What is the term for the total kinetic energy of moving particles of matter?,sys,0,0.2,"{'kinetic energy': 0, 'thermal energy': 1, 'thermal resistance': 4}"
What part of the eye allows light to enter?,ref,1,0.4,"{'eyelid': 1, 'iris': 1, 'pupil': 2, 'retina': 1}"
What part of the eye allows light to enter?,sys,1,0.6,"{'cornea': 0, 'lens': 2, 'pupil': 3}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",ref,0,0.2,"{'do-or-die': 1, 'fainting': 2, 'fight-or-flight': 1, 'sink-or-swim': 1}"
"The body cannot sustain for very long the bursts of energy mediated by epinephrine and norepinephrine, hormones associated with what stress response?",sys,1,0.6,"{'fatigue': 1, 'fight-or-flight': 3, 'stress': 1}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",ref,0,0.0,"{'lipids system': 0, 'vasculature system': 2, 'ventrical system': 3, 'vestibular system': 0}"
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",sys,0,0.0,"{'auditory cortex': 1, 'olfactory cortex': 2, 'vestibular system': 0, 'visual cortex': 2}"
In what type of animals may a body cavity be present or absent?,ref,0,0.2,"{'bicellular': 1, 'nonvascular': 3, 'triploblastic': 1, 'vertebrate': 0}"
In what type of animals may a body cavity be present or absent?,sys,0,0.2,"{'monogamous': 1, 'monolithic': 1, 'monotonous': 2, 'triploblastic': 1}"
Chemical reactions involve a transfer of heat energy. measured in what?,ref,0,0.0,"{'amperes': 2, 'amps': 2, 'joules': 0, 'thermals': 1}"
Chemical reactions involve a transfer of heat energy. measured in what?,sys,0,0.2,"{'joules': 1, 'kilo': 0, 'kilo-hours': 2, 'kilowatt-hours': 2}"
Trees and shrubs are example of what type of plant?,ref,0,0.2,"{'annuals': 1, 'biennial': 0, 'grasses': 3, 'perennials': 1}"
Trees and shrubs are example of what type of plant?,sys,0,0.0,"{'carnivorous': 1, 'coniferous': 0, 'deciduous': 4, 'perennials': 0}"
"The products of what process are needed for cellular respiration, and vice versa?",ref,0,0.2,"{'circulation': 2, 'digestion': 1, 'photosynthesis': 1, 'spermatogenesis': 1}"
"The products of what process are needed for cellular respiration, and vice versa?",sys,0,0.2,"{'carbon dioxide': 0, 'nitrogen': 1, 'oxygen': 3, 'photosynthesis': 1}"
Most fungi get organic compounds from what?,ref,0,0.0,"{'carnivorous organisms': 3, 'dead organisms': 0, 'inorganic material': 0, 'living organisms': 2}"
Most fungi get organic compounds from what?,sys,0,0.0,"{'air': 0, 'dead organisms': 0, 'organic compounds': 3, 'water': 2}"
How do very massive stars end their lives?,ref,1,0.6,"{'become red supergiants': 3, 'become super novas': 1, 'consumed by black hole': 0, 'explode': 1}"
How do very massive stars end their lives?,sys,1,0.6,"{'become red supergiants': 3, 'helium': 2}"
Pairs of nitrogenous bases are attached to each other by?,ref,0,0.2,"{'hydrogen bonds': 1, 'ionic bonds': 2, 'magnetism': 1, 'potassium bonds': 1}"
Pairs of nitrogenous bases are attached to each other by?,sys,1,1.0,{'hydrogen bonds': 5}
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,ref,0,0.0,"{'enamel': 2, 'plaque': 0, 'red blood cells': 1, 'white blood cells': 2}"
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,sys,1,0.8,"{""'bone'"": 0, ""'brain'"": 1, ""'heart'"": 0, 'plaque': 4}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,ref,0,0.2,"{'calcium ions': 2, 'combustion ions': 0, 'hydroxide ions': 1, 'monoxide ions': 2}"
The strength of a base depends on the concentration of _______ it produces when dissolved in water?,sys,0,0.2,"{'hydrogen ions': 2, 'hydroxide ions': 1, 'nitrogen ions': 1, 'oxygen ions': 1}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,ref,1,0.8,"{'currents': 0, 'resistances': 1, 'voltages': 4, 'weights': 0}"
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,sys,0,0.2,"{'negative': 3, 'positive': 1, 'voltages': 1}"
Organisms that live deep in the ocean must be able to withstand what?,ref,0,0.0,"{'extreme water pressure': 0, 'significant water pressure': 1, 'the sun': 0, 'tsunamis': 4}"
Organisms that live deep in the ocean must be able to withstand what?,sys,0,0.2,"{'extreme water pressure': 1, 'high pressure': 2, 'high pressure and high temperature': 2, 'high temperature': 0}"
Which system are the brain and spinal cord apart of?,ref,0,0.2,"{'central nervous system': 1, 'cerebral cortex': 1, 'large nervous system': 0, 'limbic system': 3}"
Which system are the brain and spinal cord apart of?,sys,0,0.2,"{'central nervous system': 1, 'circulatory system': 2, 'nervous system': 1, 'respiratory system': 1}"
What are biochemical catalysts that speed up biochemical reactions?,ref,1,0.6,"{'enzymes': 3, 'inhibitor': 1, 'metabolites': 0, 'polymers': 1}"
What are biochemical catalysts that speed up biochemical reactions?,sys,1,0.4,"{'enzymes': 2, 'hormones': 2, 'proteins': 1}"
What process can cause harmful alleles to become fixed?,ref,0,0.2,"{'genetic drift': 1, 'migration': 2, 'mutation': 1, 'natural selection': 1}"
What process can cause harmful alleles to become fixed?,sys,0,0.4,"{'genetic drift': 2, 'mutation': 3}"
What record shows that dinosaurs originated 200-250 million years ago?,ref,1,0.4,"{'ancient record': 1, 'biological record': 1, 'fossil record': 2, 'species record': 1}"
What record shows that dinosaurs originated 200-250 million years ago?,sys,0,0.4,"{'fossil record': 2, 'fossilized': 1, 'fossilized fossil': 2}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",ref,0,0.2,"{'analytical balance': 1, 'scale': 2, 'speedometer': 0, 'thermometer': 2}"
"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",sys,0,0.2,"{'analytical balance': 1, 'magnetic balance': 4, 'thermal balance': 0, 'ultrasonic balance': 0}"
What is the purpose of bright colors on a flower's petals?,ref,1,0.6,"{'to absorb light': 1, 'to attract a mate': 0, 'to attract pollinators': 3, 'to distract predators': 1}"
What is the purpose of bright colors on a flower's petals?,sys,1,0.8,"{'attract': 0, 'pollination': 0, 'reproduction': 1, 'to attract pollinators': 4}"
Collateral ganglia controls organs in which cavity in the body?,ref,1,0.6,"{'abdominal': 3, 'cardiac': 1, 'cranial': 0, 'pelvic': 1}"
Collateral ganglia controls organs in which cavity in the body?,sys,0,0.2,"{'abdominal': 1, 'pelvic': 1, 'thoracic': 3}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,ref,1,0.4,"{'enemies': 1, 'food': 2, 'honey': 1, 'water': 1}"
A bee will sometimes do a dance to tell other bees in the hive where to find what?,sys,1,0.4,"{'food': 2, 'honey': 1, 'pollen': 1, 'water': 1}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",ref,0,0.2,"{'cones and tubes': 1, 'holes and cones': 2, 'rods and cones': 1, 'tubes and rods': 1}"
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",sys,1,0.4,"{'cones and cones': 1, 'ones': 2, 'rods and cones': 2}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",ref,0,0.2,"{'abiotic factors': 1, 'conditional factors': 2, 'diverse factors': 0, 'nucleic factors': 2}"
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",sys,0,0.2,"{'abiotic factors': 1, 'otosynthesis': 2, 'soil': 1, 'water': 1}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,ref,0,0.4,"{'analogous': 3, 'enantiomers': 2, 'misnomers': 0, 'nanoparticles': 0}"
Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,sys,1,0.6,"{'antacid': 1, 'antifreeze': 0, 'antihistamine': 1, 'enantiomers': 3}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",ref,1,0.8,"{'deserts activity': 0, 'mineral activity': 1, 'oceanic activity': 0, 'volcanic activity': 4}"
"Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?",sys,0,0.2,"{'volcanic activity': 1, 'volcanic eruption': 0, 'volcanic formation': 4}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,ref,0,0.2,"{'ENDOCRINE SYSTEM': 3, 'IRCULATORY SYSTEM': 0, 'MUSCULAR SYSTEM': 1, 'central nervous': 1}"
Sensory nerves carry nerve impulses from sensory receptors to what system?,sys,0,0.4,"{'central nervous': 2, 'nervous': 0, 'peripheral': 2, 'peripheral nervous': 1}"
Which kind of muscle regulates air flow in lungs?,ref,0,0.0,"{'alveoli': 2, 'smooth': 0, 'striated': 3, 'vascular': 0}"
Which kind of muscle regulates air flow in lungs?,sys,0,0.2,"{'muscle': 1, 'muscle fibers': 3, 'smooth': 1}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,ref,0,0.4,"{'omega bonds': 1, 'pi bonds': 2, 'sigma bonds': 0, 'theta bonds': 2}"
What type of bonds are formed by the side-to-side overlap of p orbitals?,sys,1,0.6,"{'alpha bonds': 2, 'pi bonds': 3}"
On what day of the cycle does ovulation usually occur?,ref,0,0.0,"{'14th': 0, '17th': 1, '1st': 2, '7th': 2}"
On what day of the cycle does ovulation usually occur?,sys,1,0.4,"{'14th': 2, '15th': 1, '16th': 1, '17th': 1}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",ref,1,0.6,"{'arthropod': 1, 'invertebrate': 3, 'nematode': 1, 'vertebrate': 0}"
"The majority of animals belong to what category, characterized by the lack of a backbone?",sys,1,0.8,"{'invertebrate': 4, 'mammal': 0, 'reptile': 1, 'vertebrate': 0}"
What is another name for the vertebral column?,ref,0,0.2,"{'backbone': 1, 'brain stem': 0, 'nerve column': 2, 'pillar': 2}"
What is another name for the vertebral column?,sys,0,0.2,"{'backbone': 1, 'vertebrae': 4}"
The temperature at which a substance melts is called its what point?,ref,0,0.2,"{'boiling': 1, 'change': 2, 'freezing': 1, 'melting': 1}"
The temperature at which a substance melts is called its what point?,sys,0,0.2,"{'boiling': 3, 'freezing': 1, 'melting': 1}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",ref,0,0.2,"{'digestive': 1, 'ovarian': 1, 'secretion': 1, 'uterian': 2}"
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",sys,1,0.8,"{'follicular': 1, 'ovarian': 4}"
Humans are among the most versatile of mammals with what type of diet?,ref,0,0.2,"{'carnivore': 0, 'herbivore': 2, 'omnivore': 1, 'vegetarian': 2}"
Humans are among the most versatile of mammals with what type of diet?,sys,0,0.2,"{'carnivore': 0, 'herbivore': 4, 'omnivore': 1}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,ref,0,0.0,"{'electrolysis': 1, 'osmosis': 0, 'permeability': 4}"
Solute potential is also called osmotic potential because solutes affect the direction of what?,sys,0,0.4,"{'negative pressure': 1, 'negative temperature': 2, 'osmosis': 2}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",ref,0,0.4,"{'change': 1, 'gravity': 0, 'interference': 2, 'motion': 2}"
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",sys,0,0.0,"{'city': 0, 'gravity': 3, 'momentum': 2, 'motion': 0}"
What is the physical transformation of an insect moving through stages of life?,ref,0,0.4,"{'Growth and Development': 2, 'Transition': 0, 'metamorphosis': 2, 'parthenogenesis': 1}"
What is the physical transformation of an insect moving through stages of life?,sys,1,0.6,"{'etamorphosis': 2, 'metamorphosis': 3}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",ref,1,0.4,"{'a economical one': 2, 'a lateral one': 1, 'a neutral one': 2, 'a thermodynamic one': 0}"
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",sys,1,0.6,"{'a neutral one': 3, 'acidic': 2}"
What are fast moving rivers of air that are going in opposite directions called?,ref,1,0.4,"{'air streams': 1, 'burst streams': 2, 'cause streams': 0, 'jet streams': 2}"
What are fast moving rivers of air that are going in opposite directions called?,sys,0,0.2,"{'atmospheric currents': 1, 'jet streams': 1, 'ocean currents': 2, 'wind streams': 1}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",ref,1,0.6,"{'bladder': 0, 'kidneys': 3, 'liver': 0, 'lungs': 2}"
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",sys,1,0.4,"{'heart': 2, 'kidneys': 2, 'liver': 1, 'lungs': 0}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",ref,0,0.0,"{'birth cycles': 1, 'gene pools': 3, 'life cycles': 0, 'mutations': 1}"
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",sys,0,0.0,"{'life cycles': 0, 'pollen': 3, 'seeds': 1, 'spores': 1}"
The electrode at which oxidation occurs is called?,ref,0,0.2,"{'calomel': 2, 'cathode': 2, 'diode': 0, 'the anode': 1}"
The electrode at which oxidation occurs is called?,sys,0,0.0,"{'negative charge': 4, 'negative electrode': 1, 'negative ion': 0, 'the anode': 0}"
There are about 6200 known species of what?,ref,1,0.4,"{'amphibians': 2, 'mammals': 0, 'primates': 1, 'reptiles': 2}"
There are about 6200 known species of what?,sys,1,0.8,"{""'birds"": 0, 'amphibians': 4, 'mammals': 1, ""reptiles' 'fish"": 0}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,ref,1,0.6,"{'cornea': 1, 'iris': 0, 'pupil': 1, 'retina': 3}"
The lens and other parts of the eye work together to focus a real image on what eye structure?,sys,0,0.2,"{'cornea': 0, 'iris': 4, 'retina': 1, 'upil': 0}"
What is required to move or change matter from one state to another?,ref,0,0.0,"{'energy': 0, 'evolution': 3, 'food': 1, 'gravity': 1}"
What is required to move or change matter from one state to another?,sys,0,0.4,"{'carbon': 1, 'energy': 2, 'nitrogen': 0, 'oxygen': 2}"
A food web can be broken up into what further subdivision that usually has a few links in it?,ref,1,0.6,"{'food chain': 3, 'food pyramid': 1, 'oxygen chain': 0, 'water chain': 1}"
A food web can be broken up into what further subdivision that usually has a few links in it?,sys,0,0.4,"{'ecosystem': 1, 'food chain': 2, 'population': 2, 'species': 0}"
What living species of bird is considered the  largest of the raptors?,ref,0,0.2,"{'California condor': 2, 'golden eagles': 1, 'peregrine falcon': 1, 'pteradactyl': 1}"
What living species of bird is considered the  largest of the raptors?,sys,1,1.0,"{'golden eagles': 5, 'peregrine falcon': 0}"
What contains positive protons and neutral neutrons?,ref,0,0.2,"{'electrons': 2, 'epidermis': 0, 'ions': 2, 'nucleus': 1}"
What contains positive protons and neutral neutrons?,sys,1,1.0,{'nucleus': 5}
"Horny ridges on the jaws serve the same function as what, for turtles?",ref,0,0.0,"{'hairs': 1, 'skin': 2, 'taste buds': 2, 'teeth': 0}"
"Horny ridges on the jaws serve the same function as what, for turtles?",sys,0,0.4,"{'sharp ridges': 1, 'sharp teeth': 2, 'teeth': 2}"
Natural gas is the predominately made up of?,ref,1,0.4,"{'carbon': 1, 'hydrogen': 1, 'methane': 2, 'sulfur': 1}"
Natural gas is the predominately made up of?,sys,0,0.2,"{'carbon dioxide': 1, 'helium': 1, 'hydrogen': 2, 'methane': 1}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",ref,0,0.0,"{'ears': 1, 'kidneys': 0, 'lungs': 2, 'tongue': 2}"
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",sys,0,0.2,"{'heart': 0, 'kidneys': 1, 'liver': 1, 'lungs': 3}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,ref,1,0.4,"{'one joule': 2, 'one mole': 2, 'one ohm': 0, 'one quark': 1}"
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,sys,0,0.2,"{'one atom': 2, 'one gram': 0, 'one mole': 1, 'one molecule': 2}"
What involves sensing and focusing light from people and objects?,ref,0,0.0,"{'echolocation': 1, 'projection': 2, 'sensory perception': 2, 'vision': 0}"
What involves sensing and focusing light from people and objects?,sys,1,0.8,"{""'sight'"": 1, ""'sight''sight'"": 0, 'vision': 4}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",ref,0,0.2,"{'a marsupial': 1, 'bat': 1, 'carnivore': 2, 'rodent': 1}"
"What is a therian mammal in which the embryo is born at an early, immature stage?",sys,0,0.2,"{'a marsupial': 1, 'carnivores': 3, 'carnivorous': 1}"
What are fungi which feed on living cells called?,ref,0,0.2,"{'parasitic': 1, 'predatory': 2, 'static': 1, 'symbiotic': 1}"
What are fungi which feed on living cells called?,sys,0,0.0,"{'bacteria': 1, 'parasitic': 0, 'spores': 2, 'viruses': 2}"
What rock group offers the richest source of fossils?,ref,0,0.2,"{'geode': 1, 'igneous': 1, 'metamorphic': 2, 'sedimentary': 1}"
What rock group offers the richest source of fossils?,sys,1,0.6,"{'granite': 2, 'limestone': 0, 'sedimentary': 3}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,ref,0,0.0,"{'Permable': 1, 'mirrors': 2, 'nutrients': 2, 'osmosis': 0}"
What is the diffusion of water through a semipermeable membrane down its concentration gradient,sys,0,0.2,"{'carbon dioxide': 1, 'nitrogen': 0, 'osmosis': 1, 'oxygen': 3}"
Isotopes are named for their number of protons plus what?,ref,1,0.6,"{'electrons': 1, 'isomers': 1, 'neutrons': 3, 'nuclei': 0}"
Isotopes are named for their number of protons plus what?,sys,0,0.2,"{'hydrogen': 1, 'neutrons': 1, 'nitrogen': 1, 'oxygen': 2}"
Movements in the mantle cause the plates to move over time in a process called what?,ref,0,0.2,"{'boundary drift': 1, 'continental drift': 1, 'continental expansion': 0, 'continental shift': 3}"
Movements in the mantle cause the plates to move over time in a process called what?,sys,0,0.2,"{""'continental drift'"": 3, ""'geological drift'"": 1, ""'seismic drift'"": 0, 'continental drift': 1}"
"In phyisics, what is considered to be the rotational version of force?",ref,0,0.0,"{'energy': 4, 'pressure': 1, 'torque': 0, 'work': 0}"
"In phyisics, what is considered to be the rotational version of force?",sys,0,0.2,"{'friction': 1, 'gravity': 2, 'spin': 1, 'torque': 1}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,ref,1,0.6,"{'cords': 1, 'fibers': 1, 'tendons': 3, 'veins': 0}"
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,sys,0,0.0,"{'collagen': 2, 'fibroblasts': 1, 'keratin': 2, 'tendons': 0}"
What is the ability to see called?,ref,0,0.2,"{'hearing': 1, 'smell': 2, 'thought': 1, 'vision': 1}"
What is the ability to see called?,sys,0,0.0,"{'olor': 3, 'smell': 1, 'sound': 1, 'vision': 0}"
